@relation feature_abnormal_ICBCtrain-weka.filters.unsupervised.attribute.Remove-R1

@attribute transAmount numeric
@attribute maxMoney numeric
@attribute minMoney numeric
@attribute avgMoney numeric
@attribute IP numeric

@data
15841.572056,15841.572056,9202.335,12521.954,1
2923.866774,6501.099,2923.866774,4712.483,1
6501.099,6501.099,2923.866774,4712.483,0
8955.9349,13846.298,5485.27,9108.064,0
5485.27,13846.298,5485.27,9108.064,1
8144.75453,13846.298,5485.27,9108.064,1
13846.298,13846.298,5485.27,9108.064,0
4454.419,7115.4,4454.419,5784.91,1
7115.4,7115.4,4454.419,5784.91,0
9926.1261,15302.9,9926.1261,12052.472,0
15302.9,15302.9,9926.1261,12052.472,1
10928.39,15302.9,9926.1261,12052.472,0
5781.41027,5781.41027,5781.41027,5781.41,1
9049.6,9785.3,6327.809,8313.583,0
6327.809,9785.3,6327.809,8313.583,1
9785.3,9785.3,6327.809,8313.583,1
8091.6242,9785.3,6327.809,8313.583,0
2499.84,10683.95,1273.276,4819.022,0
1273.276,10683.95,1273.276,4819.022,0
10683.95,10683.95,1273.276,4819.022,1
6852.747,18347.90318,1271.971,8218.055,0
6399.5969,18347.90318,1271.971,8218.055,0
1271.971,18347.90318,1271.971,8218.055,1
18347.90318,18347.90318,1271.971,8218.055,1
12410.02,12410.02,5209.19,8089.993,1
6650.77,12410.02,5209.19,8089.993,1
5209.19,12410.02,5209.19,8089.993,1
9593.5,9593.5,5182.08,7383.314,1
7374.3625,9593.5,5182.08,7383.314,1
5182.08,9593.5,5182.08,7383.314,1
5578.12059,9382.6,5578.12059,7480.36,0
9382.6,9382.6,5578.12059,7480.36,1
9990.979,9990.979,8470.6,9262.68,1
9326.461,9990.979,8470.6,9262.68,1
8470.6,9990.979,8470.6,9262.68,1
10291.037,15147.753359,4952.9549,8289.296,0
15147.753359,15147.753359,4952.9549,8289.296,0
4985.46395,15147.753359,4952.9549,8289.296,0
4952.9549,15147.753359,4952.9549,8289.296,0
6941.5,15147.753359,4952.9549,8289.296,0
7417.067447,15147.753359,4952.9549,8289.296,0
14620.8184,14620.8184,6297.78041,11159.265,1
6297.78041,14620.8184,6297.78041,11159.265,1
12559.19493,14620.8184,6297.78041,11159.265,1
12743.4805,12743.4805,7909.16538,10171.315,1
9861.3,12743.4805,7909.16538,10171.315,0
7909.16538,12743.4805,7909.16538,10171.315,0
12731.9,12731.9,12731.9,12731.9,0
14817.58255,14817.58255,3484.8284,8575.883,0
6356.27,14817.58255,3484.8284,8575.883,0
12301.17,14817.58255,3484.8284,8575.883,0
3659.616292,14817.58255,3484.8284,8575.883,0
11870.769,14817.58255,3484.8284,8575.883,0
3484.8284,14817.58255,3484.8284,8575.883,1
7540.9454,14817.58255,3484.8284,8575.883,1
7227.013,7227.013,3848.818859,5858.235,0
3848.818859,7227.013,3848.818859,5858.235,0
6498.874,7227.013,3848.818859,5858.235,0
6205.86,11596.41626,1169.78445,5581.302,1
11596.41626,11596.41626,1169.78445,5581.302,1
1169.78445,11596.41626,1169.78445,5581.302,0
3353.14836,11596.41626,1169.78445,5581.302,1
5113.007,13499.94767,2609.288417,7001.625,1
10431.78,13499.94767,2609.288417,7001.625,1
2609.288417,13499.94767,2609.288417,7001.625,1
5611.43441,13499.94767,2609.288417,7001.625,1
13499.94767,13499.94767,2609.288417,7001.625,1
4744.295,13499.94767,2609.288417,7001.625,0
2456.782438,11684.691,2456.782438,6931.836,0
6654.0357,11684.691,2456.782438,6931.836,1
11684.691,11684.691,2456.782438,6931.836,1
7905.028,7905.028,1201.77991,4553.404,0
1201.77991,7905.028,1201.77991,4553.404,0
5367.181391,5367.181391,5367.181391,5367.181,0
3284.519,9713.842415,2061.3,5019.887,1
2061.3,9713.842415,2061.3,5019.887,1
9713.842415,9713.842415,2061.3,5019.887,0
8245.1884,8796.483,1535.39,5018.546,0
8547.6615,8796.483,1535.39,5018.546,1
8796.483,8796.483,1535.39,5018.546,0
2474.93,8796.483,1535.39,5018.546,0
1535.39,8796.483,1535.39,5018.546,0
2656.8681,8796.483,1535.39,5018.546,0
2873.3,8796.483,1535.39,5018.546,1
6144.3401,6369.6975,6144.3401,6257.019,0
6369.6975,6369.6975,6144.3401,6257.019,1
2102.28,5903.1835,2102.28,4002.732,1
5903.1835,5903.1835,2102.28,4002.732,1
4827.72,7505.19014,1262.61,4584.027,0
7505.19014,7505.19014,1262.61,4584.027,0
1262.61,7505.19014,1262.61,4584.027,1
4740.58899,7505.19014,1262.61,4584.027,1
9730.51545,9730.51545,4311.9,7756.834,1
7771.56,9730.51545,4311.9,7756.834,0
4311.9,9730.51545,4311.9,7756.834,1
8579.7,9730.51545,4311.9,7756.834,0
8390.4951,9730.51545,4311.9,7756.834,0
5856.040367,7934.8866,3835.865,5698.548,0
5167.4,7934.8866,3835.865,5698.548,1
7934.8866,7934.8866,3835.865,5698.548,1
3835.865,7934.8866,3835.865,5698.548,1
9057.026383,9057.026383,288.7223,3672.806,1
1672.6688,9057.026383,288.7223,3672.806,1
288.7223,9057.026383,288.7223,3672.806,0
7325.489596,13791.851009,4575.009,8564.117,1
13791.851009,13791.851009,4575.009,8564.117,1
4575.009,13791.851009,4575.009,8564.117,1
9927.93,13819.3,9927.93,11873.615,0
13819.3,13819.3,9927.93,11873.615,0
4226.2,4226.2,1105.15,2665.675,0
1105.15,4226.2,1105.15,2665.675,1
8090.261215,8090.261215,8090.261215,8090.261,1
3368.7,9441.1865,3368.7,7006.396,1
9441.1865,9441.1865,3368.7,7006.396,1
8209.3,9441.1865,3368.7,7006.396,1
2836.8,2836.8,2836.8,2836.8,0
7871.908,15308,4518.997243,9759.822,0
7866.63298,15308,4518.997243,9759.822,1
15308,15308,4518.997243,9759.822,0
13233.5724,15308,4518.997243,9759.822,1
4518.997243,15308,4518.997243,9759.822,1
2036.99108,13015.1,2036.99108,7526.046,1
13015.1,13015.1,2036.99108,7526.046,0
7960.3327,12994.32,2928.4047,8184.133,1
5637.083,12994.32,2928.4047,8184.133,1
2928.4047,12994.32,2928.4047,8184.133,1
12994.32,12994.32,2928.4047,8184.133,1
11400.523387,12994.32,2928.4047,8184.133,1
8804.422,8804.422,731.005,4867.82,0
3829.08121,8804.422,731.005,4867.82,1
731.005,8804.422,731.005,4867.82,1
6983.36093,8804.422,731.005,4867.82,1
3991.23067,8804.422,731.005,4867.82,1
7532.19987,11120.83506,7532.19987,9326.517,0
11120.83506,11120.83506,7532.19987,9326.517,0
5565.276691,11589.8266,4983.06206,7379.388,0
4983.06206,11589.8266,4983.06206,7379.388,1
11589.8266,11589.8266,4983.06206,7379.388,0
6002.26,7414.2,6002.26,6708.23,0
7414.2,7414.2,6002.26,6708.23,1
6291.84899,14254.68091,1954.78,7665.711,1
6685.145,14254.68091,1954.78,7665.711,1
14254.68091,14254.68091,1954.78,7665.711,1
1954.78,14254.68091,1954.78,7665.711,0
9142.1,14254.68091,1954.78,7665.711,0
11399.653202,11399.653202,4067.8,8228.461,1
9217.93,11399.653202,4067.8,8228.461,0
4067.8,11399.653202,4067.8,8228.461,0
4621.278,4621.278,1202.7,2911.989,0
1202.7,4621.278,1202.7,2911.989,1
6889.165435,7528.376,1943.3619,4913.338,0
7528.376,7528.376,1943.3619,4913.338,0
1943.3619,7528.376,1943.3619,4913.338,1
3231.214,7528.376,1943.3619,4913.338,0
3895.3,7528.376,1943.3619,4913.338,1
5992.60798,7528.376,1943.3619,4913.338,0
5094.098,5370.1003,5094.098,5232.099,0
5370.1003,5370.1003,5094.098,5232.099,0
10542.21262,12588.18514,432.23493,7854.211,1
12588.18514,12588.18514,432.23493,7854.211,1
432.23493,12588.18514,432.23493,7854.211,0
3349.56839,7309.2464,3349.56839,5329.407,1
7309.2464,7309.2464,3349.56839,5329.407,1
6488.171867,6488.171867,6488.171867,6488.172,1
5647.627016,7266.8,5647.627016,6457.214,0
7266.8,7266.8,5647.627016,6457.214,1
2604.103099,13748.26,2604.103099,8417.875,0
12567.355,13748.26,2604.103099,8417.875,1
13748.26,13748.26,2604.103099,8417.875,1
9133.1,13748.26,2604.103099,8417.875,1
4036.556294,13748.26,2604.103099,8417.875,1
11993.6657,11993.6657,4973.96,8483.813,0
4973.96,11993.6657,4973.96,8483.813,1
13061.41,13061.41,5898.836612,8574.379,0
6762.89,13061.41,5898.836612,8574.379,1
5898.836612,13061.41,5898.836612,8574.379,1
5891.669,5891.669,5891.669,5891.669,0
16655.166,16655.166,2185.905366,9221.406,0
5279.25011,16655.166,2185.905366,9221.406,0
2185.905366,16655.166,2185.905366,9221.406,1
12765.30281,16655.166,2185.905366,9221.406,0
16275.2,16275.2,2706.99757,9773.086,0
10337.06,16275.2,2706.99757,9773.086,1
2706.99757,16275.2,2706.99757,9773.086,1
5232.012859,10736.13,3562.261907,6612.471,1
8322.85,10736.13,3562.261907,6612.471,0
3562.261907,10736.13,3562.261907,6612.471,0
5209.1,10736.13,3562.261907,6612.471,1
10736.13,10736.13,3562.261907,6612.471,0
9688.44217,14054.5,9688.44217,11352.316,0
10314.006175,14054.5,9688.44217,11352.316,1
14054.5,14054.5,9688.44217,11352.316,0
11545.932762,11545.932762,2651.48194,7321.115,1
5414.7635,11545.932762,2651.48194,7321.115,1
9672.28,11545.932762,2651.48194,7321.115,0
2651.48194,11545.932762,2651.48194,7321.115,1
5910.158381,9494.5,5910.158381,8071.639,0
8810.26,9494.5,5910.158381,8071.639,1
9494.5,9494.5,5910.158381,8071.639,1
3360.2,12076.487761,3360.2,7735.781,0
12076.487761,12076.487761,3360.2,7735.781,0
4711.835453,12076.487761,3360.2,7735.781,0
10794.6,12076.487761,3360.2,7735.781,0
4420.637,9026.63,4420.637,6768.367,0
9026.63,9026.63,4420.637,6768.367,0
6857.834,9026.63,4420.637,6768.367,0
7108.85,7108.85,4362.8,5577.225,0
4362.8,7108.85,4362.8,5577.225,0
5260.026,7108.85,4362.8,5577.225,0
7999.81035,11047.999403,1986.318,7241.802,1
7226.563,11047.999403,1986.318,7241.802,1
6884,11047.999403,1986.318,7241.802,0
8306.11955,11047.999403,1986.318,7241.802,1
1986.318,11047.999403,1986.318,7241.802,1
11047.999403,11047.999403,1986.318,7241.802,0
7256.51,7256.51,3362.9,5309.705,0
3362.9,7256.51,3362.9,5309.705,1
11672.353118,11672.353118,4210.6,7087.251,0
7909.03925,11672.353118,4210.6,7087.251,1
4210.6,11672.353118,4210.6,7087.251,0
4557.01,11672.353118,4210.6,7087.251,0
4292,12415.011,650.2788,5330.622,1
650.2788,12415.011,650.2788,5330.622,0
12415.011,12415.011,650.2788,5330.622,0
3965.19963,12415.011,650.2788,5330.622,0
5649.338898,10942.1062,5649.338898,8295.723,0
10942.1062,10942.1062,5649.338898,8295.723,0
8696.07219,11083.14592,2311.339372,7651.033,1
2311.339372,11083.14592,2311.339372,7651.033,1
8513.573063,11083.14592,2311.339372,7651.033,0
11083.14592,11083.14592,2311.339372,7651.033,1
5981.46,8253.3,3192.2,6114.865,1
7032.5,8253.3,3192.2,6114.865,0
3192.2,8253.3,3192.2,6114.865,0
8253.3,8253.3,3192.2,6114.865,1
10325.71,11353.32,3483.7,8622.1,1
11353.32,11353.32,3483.7,8622.1,0
9325.669767,11353.32,3483.7,8622.1,0
3483.7,11353.32,3483.7,8622.1,0
8609.941714,8762.95961,5942.825333,7771.909,1
8762.95961,8762.95961,5942.825333,7771.909,1
5942.825333,8762.95961,5942.825333,7771.909,0
708.444,9516.477476,708.444,5452.697,0
9516.477476,9516.477476,708.444,5452.697,1
3745.4446,9516.477476,708.444,5452.697,1
7840.4233,9516.477476,708.444,5452.697,1
4764.7,4764.7,4764.7,4764.7,0
12505.96,12505.96,12505.96,12505.96,1
7026.49741,7026.49741,5497.2,6119.274,1
5497.2,7026.49741,5497.2,6119.274,1
5834.124,7026.49741,5497.2,6119.274,1
1784.81491,11678.07,518.8,4927.746,1
5729.3,11678.07,518.8,4927.746,1
518.8,11678.07,518.8,4927.746,1
11678.07,11678.07,518.8,4927.746,0
3400.41113,14200.4,3400.41113,7165.549,0
3881.67646,14200.4,3400.41113,7165.549,0
14200.4,14200.4,3400.41113,7165.549,1
7179.70647,14200.4,3400.41113,7165.549,1
8361.679,8361.679,8361.679,8361.679,0
11292.55,14091.83209,7414.021,11642.216,1
13551.105,14091.83209,7414.021,11642.216,0
7414.021,14091.83209,7414.021,11642.216,1
11861.570684,14091.83209,7414.021,11642.216,0
14091.83209,14091.83209,7414.021,11642.216,0
10119.1013,10119.1013,1767.03082,6316.619,1
8938.07134,10119.1013,1767.03082,6316.619,0
1767.03082,10119.1013,1767.03082,6316.619,1
2098.4,10119.1013,1767.03082,6316.619,1
8660.49,10119.1013,1767.03082,6316.619,1
6649.8512,13598.261,6542.08,8930.064,0
13598.261,13598.261,6542.08,8930.064,0
6542.08,13598.261,6542.08,8930.064,1
11231.8,15080.3,6516.37,10942.823,0
15080.3,15080.3,6516.37,10942.823,0
6516.37,15080.3,6516.37,10942.823,0
3386.74,8592.357,3386.74,5987.169,0
8592.357,8592.357,3386.74,5987.169,1
6202.45,8592.357,3386.74,5987.169,1
5767.127481,8592.357,3386.74,5987.169,1
5300.1,11813.9,5300.1,8557,0
11813.9,11813.9,5300.1,8557,1
9066.652,10331.28142,6387.27,8827.044,0
10331.28142,10331.28142,6387.27,8827.044,1
6387.27,10331.28142,6387.27,8827.044,0
9522.971317,10331.28142,6387.27,8827.044,1
9559.9,15756.484987,4877.358,10700.32,0
15466.45687,15756.484987,4877.358,10700.32,0
15756.484987,15756.484987,4877.358,10700.32,0
7841.4,15756.484987,4877.358,10700.32,0
4877.358,15756.484987,4877.358,10700.32,1
7323.26086,7323.26086,4078.25,5290.073,0
5133.1488,7323.26086,4078.25,5290.073,0
4938.179,7323.26086,4078.25,5290.073,0
4319.97,7323.26086,4078.25,5290.073,0
5947.630834,7323.26086,4078.25,5290.073,1
4078.25,7323.26086,4078.25,5290.073,1
9203.9551,12294.479191,9203.9551,10749.217,0
12294.479191,12294.479191,9203.9551,10749.217,0
7094.535095,7094.535095,6652.422,6861.789,0
6652.422,7094.535095,6652.422,6861.789,0
6838.41,7094.535095,6652.422,6861.789,0
10358.182,11168.4,5475.54746,9298.411,1
9370.51734,11168.4,5475.54746,9298.411,1
10119.406,11168.4,5475.54746,9298.411,0
11168.4,11168.4,5475.54746,9298.411,1
5475.54746,11168.4,5475.54746,9298.411,0
8254.25917,8254.25917,1567.42565,4910.842,1
1567.42565,8254.25917,1567.42565,4910.842,1
4140.98,8886.032,4140.98,7161.867,0
8886.032,8886.032,4140.98,7161.867,0
6928.00389,8886.032,4140.98,7161.867,0
7195.10996,8886.032,4140.98,7161.867,1
8659.207,8886.032,4140.98,7161.867,1
4901.66,4901.66,1592.97,3247.315,1
1592.97,4901.66,1592.97,3247.315,1
11667.5118,11667.5118,6825.8763,9194.107,1
8701.33868,11667.5118,6825.8763,9194.107,1
6825.8763,11667.5118,6825.8763,9194.107,0
9581.7,11667.5118,6825.8763,9194.107,1
4732.83,4732.83,4732.83,4732.83,1
3156.1353,11926.4,3156.1353,6398.027,1
4111.546683,11926.4,3156.1353,6398.027,1
11926.4,11926.4,3156.1353,6398.027,1
4005.41621,11507.02269,4005.41621,8894.004,0
11507.02269,11507.02269,4005.41621,8894.004,1
11169.574,11507.02269,4005.41621,8894.004,0
4638.327445,10178.711,4638.327445,7776.283,0
6884.25,10178.711,4638.327445,7776.283,1
8049.543165,10178.711,4638.327445,7776.283,0
10178.711,10178.711,4638.327445,7776.283,1
7831.753,10178.711,4638.327445,7776.283,0
9075.11201,10178.711,4638.327445,7776.283,0
12192.6851,12192.6851,4717.4,9285.918,1
10133.84888,12192.6851,4717.4,9285.918,0
10596.4453,12192.6851,4717.4,9285.918,1
8789.21045,12192.6851,4717.4,9285.918,1
4717.4,12192.6851,4717.4,9285.918,1
16098.5144,16098.5144,7302.232,11442.087,1
11879.4115,16098.5144,7302.232,11442.087,0
10488.190915,16098.5144,7302.232,11442.087,1
7302.232,16098.5144,7302.232,11442.087,0
8413.27127,8413.27127,1398.014,5087.152,1
5188.661,8413.27127,1398.014,5087.152,1
4014.9365,8413.27127,1398.014,5087.152,0
1398.014,8413.27127,1398.014,5087.152,1
6420.875639,8413.27127,1398.014,5087.152,1
5377.2,5377.2,5377.2,5377.2,0
9433.769552,9433.769552,7657.150098,8545.46,0
7657.150098,9433.769552,7657.150098,8545.46,0
8143.909,10007.9506,7016,8389.287,1
10007.9506,10007.9506,7016,8389.287,1
7016,10007.9506,7016,8389.287,0
2532.3199,14163.338,2532.3199,8574.145,0
14163.338,14163.338,2532.3199,8574.145,0
3962.9,14163.338,2532.3199,8574.145,0
11439.63,14163.338,2532.3199,8574.145,1
11039.9,14163.338,2532.3199,8574.145,1
8783.13,14163.338,2532.3199,8574.145,0
8097.8,14163.338,2532.3199,8574.145,0
2027.603,2027.603,2027.603,2027.603,0
4273.652999,14436.6585,4273.652999,9290.807,0
14436.6585,14436.6585,4273.652999,9290.807,1
9162.1109,14436.6585,4273.652999,9290.807,0
7181.22723,11629.4569,2972.423,7013.534,0
11629.4569,11629.4569,2972.423,7013.534,0
2972.423,11629.4569,2972.423,7013.534,0
6271.027,11629.4569,2972.423,7013.534,1
9231.24,10063.7,6153.77,8482.903,0
6153.77,10063.7,6153.77,8482.903,0
10063.7,10063.7,6153.77,8482.903,0
5294.566,7834.66,5294.566,6574.082,1
7834.66,7834.66,5294.566,6574.082,1
6593.0205,7834.66,5294.566,6574.082,1
10432.767,10432.767,2600.9242,7558.104,0
2600.9242,10432.767,2600.9242,7558.104,1
5081.748241,10432.767,2600.9242,7558.104,0
9303.853,10432.767,2600.9242,7558.104,1
10371.226,10432.767,2600.9242,7558.104,1
1210.8,12548.925226,1210.8,6560.369,1
12548.925226,12548.925226,1210.8,6560.369,0
8194.36,12548.925226,1210.8,6560.369,1
8895.3,12548.925226,1210.8,6560.369,1
1952.459,12548.925226,1210.8,6560.369,1
10541.282226,13721.64,8375.85368,10879.592,1
8375.85368,13721.64,8375.85368,10879.592,1
13721.64,13721.64,8375.85368,10879.592,0
8262.03513,8262.03513,8262.03513,8262.035,1
12031.21,12031.21,3484.9,8771.603,0
11020.9,12031.21,3484.9,8771.603,0
6677.4979,12031.21,3484.9,8771.603,0
3484.9,12031.21,3484.9,8771.603,1
10643.50914,12031.21,3484.9,8771.603,0
10020.53,13086.90539,8151.491922,10082.553,1
8151.491922,13086.90539,8151.491922,10082.553,0
13086.90539,13086.90539,8151.491922,10082.553,1
9071.285,13086.90539,8151.491922,10082.553,1
7952.8,12379.07364,7952.8,10705.635,1
11785.03,12379.07364,7952.8,10705.635,0
12379.07364,12379.07364,7952.8,10705.635,1
9339.73,9696.4,1955.6,6911.677,0
8518.054287,9696.4,1955.6,6911.677,1
9696.4,9696.4,1955.6,6911.677,1
5048.6,9696.4,1955.6,6911.677,0
1955.6,9696.4,1955.6,6911.677,0
5601.602,5601.602,5601.602,5601.602,1
2146.5,4867.3682,2146.5,3506.934,0
4867.3682,4867.3682,2146.5,3506.934,1
9352.7469,13616.5975,6678.10566,9745.344,1
6678.10566,13616.5975,6678.10566,9745.344,1
13616.5975,13616.5975,6678.10566,9745.344,1
11112.2089,13616.5975,6678.10566,9745.344,0
7967.06096,13616.5975,6678.10566,9745.344,1
9064.38317,9064.38317,6276.4,7670.392,0
6276.4,9064.38317,6276.4,7670.392,1
10060.55299,10060.55299,10060.55299,10060.553,0
8362.409153,10048.95067,2436.331,5962.364,1
10048.95067,10048.95067,2436.331,5962.364,1
3001.76573,10048.95067,2436.331,5962.364,0
2436.331,10048.95067,2436.331,5962.364,0
7839.79479,7839.79479,7839.79479,7839.795,1
8510,8510,8340.8043,8425.402,1
8340.8043,8510,8340.8043,8425.402,1
7898.97403,14522.8,7153.61,9937.133,1
10935.1,14522.8,7153.61,9937.133,0
10675.6,14522.8,7153.61,9937.133,1
10001.913,14522.8,7153.61,9937.133,0
14522.8,14522.8,7153.61,9937.133,1
8371.93581,14522.8,7153.61,9937.133,1
7153.61,14522.8,7153.61,9937.133,1
8808.33551,8808.33551,4541.893,6278.508,1
4541.893,8808.33551,4541.893,6278.508,1
5485.296,8808.33551,4541.893,6278.508,1
8505.15763,8505.15763,3388.023562,5946.591,0
3388.023562,8505.15763,3388.023562,5946.591,0
9323.7632,10376.701322,9323.7632,9850.232,0
10376.701322,10376.701322,9323.7632,9850.232,0
11348.6,11348.6,4353.54,7851.07,1
4353.54,11348.6,4353.54,7851.07,1
785.494892,5105.05236,785.494892,2945.274,0
5105.05236,5105.05236,785.494892,2945.274,1
3453.94,10315.933,3453.94,7486.022,1
6495.11538,10315.933,3453.94,7486.022,1
10315.933,10315.933,3453.94,7486.022,0
9679.1,10315.933,3453.94,7486.022,1
9188.8,9188.8,2360.034,4990.567,0
4226.61247,9188.8,2360.034,4990.567,1
4186.821962,9188.8,2360.034,4990.567,0
2360.034,9188.8,2360.034,4990.567,1
3153.934,8745.4,3153.934,6849.502,0
8745.4,8745.4,3153.934,6849.502,0
8649.1732,8745.4,3153.934,6849.502,0
9034.1,9034.1,3836.5,7170.073,0
8639.619698,9034.1,3836.5,7170.073,0
3836.5,9034.1,3836.5,7170.073,1
4875.2,10996.7,4677.7813,8304.328,1
10996.7,10996.7,4677.7813,8304.328,0
10066.782861,10996.7,4677.7813,8304.328,1
10905.1766,10996.7,4677.7813,8304.328,1
4677.7813,10996.7,4677.7813,8304.328,1
9716.9,12227.03529,9716.9,10971.968,1
12227.03529,12227.03529,9716.9,10971.968,0
6245.1795,12418.9,2406.3,6473.148,1
2406.3,12418.9,2406.3,6473.148,1
5003.2929,12418.9,2406.3,6473.148,0
4983.43,12418.9,2406.3,6473.148,1
12418.9,12418.9,2406.3,6473.148,1
7781.78457,12418.9,2406.3,6473.148,1
9126.611381,9126.611381,1354.287781,4196.24,0
1354.287781,9126.611381,1354.287781,4196.24,0
2107.819426,9126.611381,1354.287781,4196.24,0
6895.355908,11638.126187,6895.355908,9462.382,0
11638.126187,11638.126187,6895.355908,9462.382,0
9853.663,11638.126187,6895.355908,9462.382,1
4958.2,5482.87705,4958.2,5220.539,1
5482.87705,5482.87705,4958.2,5220.539,1
5745.4,10268.45993,4897.6716,6970.511,1
10268.45993,10268.45993,4897.6716,6970.511,0
4897.6716,10268.45993,4897.6716,6970.511,0
3759.96801,5817.3,3759.96801,4998.9,0
5817.3,5817.3,3759.96801,4998.9,0
5419.431,5817.3,3759.96801,4998.9,0
8220.85,8220.85,329.87,4275.36,1
329.87,8220.85,329.87,4275.36,0
10628.7,13826.8,8046.99168,10408.008,0
8046.99168,13826.8,8046.99168,10408.008,1
9129.54118,13826.8,8046.99168,10408.008,0
13826.8,13826.8,8046.99168,10408.008,0
7863.36411,11126.9292,5441.5,8116.638,0
8910.643,11126.9292,5441.5,8116.638,1
9797.77,11126.9292,5441.5,8116.638,0
5441.5,11126.9292,5441.5,8116.638,0
5559.62108,11126.9292,5441.5,8116.638,1
11126.9292,11126.9292,5441.5,8116.638,1
12510.410993,12510.410993,4526.99066,8778.048,1
4526.99066,12510.410993,4526.99066,8778.048,1
9296.7427,12510.410993,4526.99066,8778.048,1
5002.4,5002.4,5002.4,5002.4,0
7986.80824,12499.7,3944.5,8213.564,0
5492.7,12499.7,3944.5,8213.564,0
12499.7,12499.7,3944.5,8213.564,1
3944.5,12499.7,3944.5,8213.564,1
11144.11,12499.7,3944.5,8213.564,1
7778.37,13948.81,7778.37,10223.196,0
8942.409,13948.81,7778.37,10223.196,1
13948.81,13948.81,7778.37,10223.196,1
478.47,11985.4,478.47,6257.33,1
11985.4,11985.4,478.47,6257.33,0
7578.678898,11985.4,478.47,6257.33,0
7832.4,11985.4,478.47,6257.33,0
5642.805,11985.4,478.47,6257.33,0
4026.22843,11985.4,478.47,6257.33,1
5787.916,11825.8279,5787.916,8453.548,1
7746.9,11825.8279,5787.916,8453.548,0
11825.8279,11825.8279,5787.916,8453.548,1
8197.68,8197.68,4141.966839,6169.823,0
4141.966839,8197.68,4141.966839,6169.823,0
4060.81737,9841.5,2653.1162,5525.566,1
5546.83,9841.5,2653.1162,5525.566,0
2653.1162,9841.5,2653.1162,5525.566,1
