"user","transAmount","maxMoney","minMoney","avgMoney","IP","label"
"193274934471742","9861.3","12743.4805","7909.16538","10171.315","0",
"193274934471742","7909.165380","12743.4805","7909.16538","10171.315","0",
"791453988300994","12731.9","12731.9","12731.9","12731.900","0",
"703119898780702","14817.58255","14817.58255","3484.8284","8575.883","0",
"703119898780702","6356.27","14817.58255","3484.8284","8575.883","0",
"703119898780702","12301.17","14817.58255","3484.8284","8575.883","0",
"703119898780702","3659.616292","14817.58255","3484.8284","8575.883","0",
"703119898780702","11870.769","14817.58255","3484.8284","8575.883","0",
"703119898780702","3484.82840","14817.58255","3484.8284","8575.883","1",
"703119898780702","7540.9454","14817.58255","3484.8284","8575.883","1",
"275964806163061","7227.013","7227.013","3848.818859","5858.235","0",
"275964806163061","3848.818859","7227.013","3848.818859","5858.235","0",
"275964806163061","6498.874","7227.013","3848.818859","5858.235","0",
"751932066928914","6205.86","11596.41626","1169.78445","5581.302","1",
"751932066928914","11596.41626","11596.41626","1169.78445","5581.302","1",
"751932066928914","1169.78445","11596.41626","1169.78445","5581.302","0",
"751932066928914","3353.14836","11596.41626","1169.78445","5581.302","1",
"422218310297253","5113.007","13499.94767","2609.288417","7001.625","1",
"422218310297253","10431.78","13499.94767","2609.288417","7001.625","1",
"422218310297253","2609.288417","13499.94767","2609.288417","7001.625","1",
"422218310297253","5611.43441","13499.94767","2609.288417","7001.625","1",
"422218310297253","13499.94767","13499.94767","2609.288417","7001.625","1",
"422218310297253","4744.295","13499.94767","2609.288417","7001.625","0",
"307732609486629","2456.782438","11684.691","2456.782438","6931.836","0",
"307732609486629","6654.03570","11684.691","2456.782438","6931.836","1",
"307732609486629","11684.691","11684.691","2456.782438","6931.836","1",
"762793619208945","7905.028","7905.028","1201.77991","4553.404","0",
"762793619208945","1201.77991","7905.028","1201.77991","4553.404","0",
"497661471348730","5367.181391","5367.181391","5367.181391","5367.181","0",
"738636940628302","3284.519","9713.842415","2061.3","5019.887","1",
"738636940628302","2061.3","9713.842415","2061.3","5019.887","1",
"738636940628302","9713.842415","9713.842415","2061.3","5019.887","0",
"059971794441898","8245.1884","8796.483","1535.39","5018.546","0",
"059971794441898","8547.6615","8796.483","1535.39","5018.546","1",
"059971794441898","8796.483","8796.483","1535.39","5018.546","0",
"059971794441898","2474.93","8796.483","1535.39","5018.546","0",
"059971794441898","1535.39","8796.483","1535.39","5018.546","0",
"059971794441898","2656.8681","8796.483","1535.39","5018.546","0",
"059971794441898","2873.3","8796.483","1535.39","5018.546","1",
"410497758854702","6144.3401","6369.6975","6144.3401","6257.019","0",
"410497758854702","6369.6975","6369.6975","6144.3401","6257.019","1",
"721529316460381","2102.28","5903.1835","2102.28","4002.732","1",
"721529316460381","5903.1835","5903.1835","2102.28","4002.732","1",
"417706928730350","4827.72","7505.19014","1262.61","4584.027","0",
"417706928730350","7505.19014","7505.19014","1262.61","4584.027","0",
"417706928730350","1262.610","7505.19014","1262.61","4584.027","1",
"417706928730350","4740.58899","7505.19014","1262.61","4584.027","1",
"563368747069995","9730.51545","9730.51545","4311.9","7756.834","1",
"563368747069995","7771.56","9730.51545","4311.9","7756.834","0",
"563368747069995","4311.9","9730.51545","4311.9","7756.834","1",
"563368747069995","8579.7","9730.51545","4311.9","7756.834","0",
"563368747069995","8390.4951","9730.51545","4311.9","7756.834","0",
"488957638887259","5856.040367","7934.8866","3835.865","5698.548","0",
"488957638887259","5167.4","7934.8866","3835.865","5698.548","1",
"488957638887259","7934.8866","7934.8866","3835.865","5698.548","1",
"488957638887259","3835.865","7934.8866","3835.865","5698.548","1",
"182850314316683","9057.026383","9057.026383","288.7223","3672.806","1",
"182850314316683","1672.6688","9057.026383","288.7223","3672.806","1",
"182850314316683","288.7223","9057.026383","288.7223","3672.806","0",
"890925182491348","7325.489596","13791.851009","4575.009","8564.117","1",
"890925182491348","13791.851009","13791.851009","4575.009","8564.117","1",
"890925182491348","4575.009","13791.851009","4575.009","8564.117","1",
"256799919631532","9927.93","13819.3","9927.93","11873.615","0",
"256799919631532","13819.3","13819.3","9927.93","11873.615","0",
"449473341266459","4226.2","4226.2","1105.15","2665.675","0",
"449473341266459","1105.150","4226.2","1105.15","2665.675","1",
"003556357146759","8090.261215","8090.261215","8090.261215","8090.261","1",
"084943282232010","3368.7","9441.1865","3368.7","7006.396","1",
"084943282232010","9441.18650","9441.1865","3368.7","7006.396","1",
"084943282232010","8209.3","9441.1865","3368.7","7006.396","1",
"845349410826419","2836.8","2836.8","2836.8","2836.800","0",
"496165025161376","7871.908","15308.0","4518.997243","9759.822","0",
"496165025161376","7866.63298","15308.0","4518.997243","9759.822","1",
"496165025161376","15308.0","15308.0","4518.997243","9759.822","0",
"496165025161376","13233.5724","15308.0","4518.997243","9759.822","1",
"496165025161376","4518.997243","15308.0","4518.997243","9759.822","1",
"745179100484624","2036.99108","13015.1","2036.99108","7526.046","1",
"745179100484624","13015.1","13015.1","2036.99108","7526.046","0",
"744107081527800","7960.3327","12994.32","2928.4047","8184.133","1",
"744107081527800","5637.083","12994.32","2928.4047","8184.133","1",
"744107081527800","2928.4047","12994.32","2928.4047","8184.133","1",
"744107081527800","12994.32","12994.32","2928.4047","8184.133","1",
"744107081527800","11400.523387","12994.32","2928.4047","8184.133","1",
"670158552665128","8804.422","8804.422","731.005","4867.820","0",
"670158552665128","3829.08121","8804.422","731.005","4867.820","1",
"670158552665128","731.005","8804.422","731.005","4867.820","1",
"670158552665128","6983.360930","8804.422","731.005","4867.820","1",
"670158552665128","3991.23067","8804.422","731.005","4867.820","1",
"623350596270549","7532.19987","11120.83506","7532.19987","9326.517","0",
"623350596270549","11120.83506","11120.83506","7532.19987","9326.517","0",
"107929488226878","5565.276691","11589.8266","4983.06206","7379.388","0",
"107929488226878","4983.06206","11589.8266","4983.06206","7379.388","1",
"107929488226878","11589.8266","11589.8266","4983.06206","7379.388","0",
"742059532748089","6002.26","7414.2","6002.26","6708.230","0",
"742059532748089","7414.2","7414.2","6002.26","6708.230","1",
"845397104700435","6291.84899","14254.68091","1954.78","7665.711","1",
"845397104700435","6685.145","14254.68091","1954.78","7665.711","1",
"845397104700435","14254.68091","14254.68091","1954.78","7665.711","1",
"845397104700435","1954.78","14254.68091","1954.78","7665.711","0",
"845397104700435","9142.10","14254.68091","1954.78","7665.711","0",
"554651981316351","11399.653202","11399.653202","4067.8","8228.461","1",
"554651981316351","9217.93","11399.653202","4067.8","8228.461","0",
"554651981316351","4067.8","11399.653202","4067.8","8228.461","0",
"842090512198752","4621.278","4621.278","1202.7","2911.989","0",
"842090512198752","1202.7","4621.278","1202.7","2911.989","1",
"438117953643840","6889.165435","7528.376","1943.3619","4913.338","0",
"438117953643840","7528.376","7528.376","1943.3619","4913.338","0",
"438117953643840","1943.3619","7528.376","1943.3619","4913.338","1",
"438117953643840","3231.2140","7528.376","1943.3619","4913.338","0",
"438117953643840","3895.3","7528.376","1943.3619","4913.338","1",
"438117953643840","5992.60798","7528.376","1943.3619","4913.338","0",
"227222603969881","5094.0980","5370.1003","5094.098","5232.099","0",
"227222603969881","5370.1003","5370.1003","5094.098","5232.099","0",
"778628830631690","10542.21262","12588.18514","432.23493","7854.211","1",
"778628830631690","12588.18514","12588.18514","432.23493","7854.211","1",
"778628830631690","432.234930","12588.18514","432.23493","7854.211","0",
"968083544423372","3349.56839","7309.2464","3349.56839","5329.407","1",
"968083544423372","7309.2464","7309.2464","3349.56839","5329.407","1",
"052694907300324","6488.171867","6488.171867","6488.171867","6488.172","1",
"030271076322466","5647.627016","7266.8","5647.627016","6457.214","0",
"030271076322466","7266.8","7266.8","5647.627016","6457.214","1",
"846503817886388","2604.103099","13748.26","2604.103099","8417.875","0",
"846503817886388","12567.355","13748.26","2604.103099","8417.875","1",
"846503817886388","13748.26","13748.26","2604.103099","8417.875","1",
"846503817886388","9133.1","13748.26","2604.103099","8417.875","1",
"846503817886388","4036.556294","13748.26","2604.103099","8417.875","1",
"544604790356753","11993.6657","11993.6657","4973.96","8483.813","0",
"544604790356753","4973.960","11993.6657","4973.96","8483.813","1",
"228266122084309","13061.41","13061.41","5898.836612","8574.379","0",
"228266122084309","6762.89","13061.41","5898.836612","8574.379","1",
"228266122084309","5898.836612","13061.41","5898.836612","8574.379","1",
"397149834798907","5891.669","5891.669","5891.669","5891.669","0",
"250632372448157","16655.166","16655.166","2185.905366","9221.406","0",
"250632372448157","5279.25011","16655.166","2185.905366","9221.406","0",
"250632372448157","2185.905366","16655.166","2185.905366","9221.406","1",
"250632372448157","12765.30281","16655.166","2185.905366","9221.406","0",
"935414020453791","16275.2","16275.2","2706.99757","9773.086","0",
"935414020453791","10337.06","16275.2","2706.99757","9773.086","1",
"935414020453791","2706.99757","16275.2","2706.99757","9773.086","1",
"727857362288008","5232.012859","10736.13","3562.261907","6612.471","1",
"727857362288008","8322.85","10736.13","3562.261907","6612.471","0",
"727857362288008","3562.261907","10736.13","3562.261907","6612.471","0",
"727857362288008","5209.1","10736.13","3562.261907","6612.471","1",
"727857362288008","10736.13","10736.13","3562.261907","6612.471","0",
"360694134554000","9688.44217","14054.5","9688.44217","11352.316","0",
"360694134554000","10314.006175","14054.5","9688.44217","11352.316","1",
"360694134554000","14054.5","14054.5","9688.44217","11352.316","0",
"635723301084651","11545.932762","11545.932762","2651.48194","7321.115","1",
"635723301084651","5414.7635","11545.932762","2651.48194","7321.115","1",
"635723301084651","9672.28","11545.932762","2651.48194","7321.115","0",
"635723301084651","2651.48194","11545.932762","2651.48194","7321.115","1",
"017441517384933","5910.158381","9494.5","5910.158381","8071.639","0",
"017441517384933","8810.26","9494.5","5910.158381","8071.639","1",
"017441517384933","9494.5","9494.5","5910.158381","8071.639","1",
"706386862395459","3360.2","12076.487761","3360.2","7735.781","0",
"706386862395459","12076.487761","12076.487761","3360.2","7735.781","0",
"706386862395459","4711.835453","12076.487761","3360.2","7735.781","0",
"706386862395459","10794.6","12076.487761","3360.2","7735.781","0",
"498091978915978","4420.637","9026.63","4420.637","6768.367","0",
"498091978915978","9026.63","9026.63","4420.637","6768.367","0",
"498091978915978","6857.834","9026.63","4420.637","6768.367","0",
"990991895248834","7108.85","7108.85","4362.8","5577.225","0",
"990991895248834","4362.8","7108.85","4362.8","5577.225","0",
"990991895248834","5260.026","7108.85","4362.8","5577.225","0",
"864199830969211","7999.81035","11047.999403","1986.318","7241.802","1",
"864199830969211","7226.563","11047.999403","1986.318","7241.802","1",
"864199830969211","6884.0","11047.999403","1986.318","7241.802","0",
"864199830969211","8306.11955","11047.999403","1986.318","7241.802","1",
"864199830969211","1986.318","11047.999403","1986.318","7241.802","1",
"864199830969211","11047.999403","11047.999403","1986.318","7241.802","0",
"791833625648301","7256.51","7256.51","3362.9","5309.705","0",
"791833625648301","3362.9","7256.51","3362.9","5309.705","1",
"464260292184357","11672.353118","11672.353118","4210.6","7087.251","0",
"464260292184357","7909.03925","11672.353118","4210.6","7087.251","1",
"464260292184357","4210.6","11672.353118","4210.6","7087.251","0",
"464260292184357","4557.01","11672.353118","4210.6","7087.251","0",
"774553872443068","4292.00","12415.011","650.2788","5330.622","1",
"774553872443068","650.2788","12415.011","650.2788","5330.622","0",
"774553872443068","12415.011","12415.011","650.2788","5330.622","0",
"774553872443068","3965.19963","12415.011","650.2788","5330.622","0",
"880551073620212","5649.338898","10942.1062","5649.338898","8295.723","0",
"880551073620212","10942.1062","10942.1062","5649.338898","8295.723","0",
"637406824433232","8696.07219","11083.14592","2311.339372","7651.033","1",
"637406824433232","2311.339372","11083.14592","2311.339372","7651.033","1",
"637406824433232","8513.573063","11083.14592","2311.339372","7651.033","0",
"637406824433232","11083.14592","11083.14592","2311.339372","7651.033","1",
"229998683429704","5981.46","8253.3","3192.2","6114.865","1",
"229998683429704","7032.5","8253.3","3192.2","6114.865","0",
"229998683429704","3192.2","8253.3","3192.2","6114.865","0",
"229998683429704","8253.3","8253.3","3192.2","6114.865","1",
"777149209728301","10325.71","11353.32","3483.7","8622.100","1",
"777149209728301","11353.32","11353.32","3483.7","8622.100","0",
"777149209728301","9325.669767","11353.32","3483.7","8622.100","0",
"777149209728301","3483.7","11353.32","3483.7","8622.100","0",
"494987114943064","8609.941714","8762.95961","5942.825333","7771.909","1",
"494987114943064","8762.95961","8762.95961","5942.825333","7771.909","1",
"494987114943064","5942.825333","8762.95961","5942.825333","7771.909","0",
"600289331165626","708.444","9516.477476","708.444","5452.697","0",
"600289331165626","9516.477476","9516.477476","708.444","5452.697","1",
"600289331165626","3745.4446","9516.477476","708.444","5452.697","1",
"600289331165626","7840.4233","9516.477476","708.444","5452.697","1",
"510628027099677","4764.7","4764.7","4764.7","4764.700","0",
"457342818586197","12505.96","12505.96","12505.96","12505.960","1",
"380988228997795","7026.49741","7026.49741","5497.2","6119.274","1",
"380988228997795","5497.2","7026.49741","5497.2","6119.274","1",
"380988228997795","5834.1240","7026.49741","5497.2","6119.274","1",
"149130148353816","1784.81491","11678.07","518.8","4927.746","1",
"149130148353816","5729.3","11678.07","518.8","4927.746","1",
"149130148353816","518.8","11678.07","518.8","4927.746","1",
"149130148353816","11678.07","11678.07","518.8","4927.746","0",
"211229814605613","3400.41113","14200.4","3400.41113","7165.549","0",
"211229814605613","3881.676460","14200.4","3400.41113","7165.549","0",
"211229814605613","14200.4","14200.4","3400.41113","7165.549","1",
"211229814605613","7179.70647","14200.4","3400.41113","7165.549","1",
"526508323551282","8361.679","8361.679","8361.679","8361.679","0",
"798592231355440","11292.55","14091.83209","7414.021","11642.216","1",
"798592231355440","13551.105","14091.83209","7414.021","11642.216","0",
"798592231355440","7414.021","14091.83209","7414.021","11642.216","1",
"798592231355440","11861.570684","14091.83209","7414.021","11642.216","0",
"798592231355440","14091.83209","14091.83209","7414.021","11642.216","0",
"413851533227960","10119.1013","10119.1013","1767.03082","6316.619","1",
"413851533227960","8938.07134","10119.1013","1767.03082","6316.619","0",
"413851533227960","1767.030820","10119.1013","1767.03082","6316.619","1",
"413851533227960","2098.4","10119.1013","1767.03082","6316.619","1",
"413851533227960","8660.49","10119.1013","1767.03082","6316.619","1",
"228992280694269","6649.8512","13598.261","6542.08","8930.064","0",
"228992280694269","13598.261","13598.261","6542.08","8930.064","0",
"228992280694269","6542.08","13598.261","6542.08","8930.064","1",
"232748460079530","11231.8","15080.3","6516.37","10942.823","0",
"232748460079530","15080.3","15080.3","6516.37","10942.823","0",
"232748460079530","6516.37","15080.3","6516.37","10942.823","0",
"970110628270068","3386.740","8592.357","3386.74","5987.169","0",
"970110628270068","8592.357","8592.357","3386.74","5987.169","1",
"970110628270068","6202.45","8592.357","3386.74","5987.169","1",
"970110628270068","5767.127481","8592.357","3386.74","5987.169","1",
"744633322662187","5300.10","11813.9","5300.1","8557.000","0",
"744633322662187","11813.9","11813.9","5300.1","8557.000","1",
"193839762140935","9066.652","10331.28142","6387.27","8827.044","0",
"193839762140935","10331.28142","10331.28142","6387.27","8827.044","1",
"193839762140935","6387.27","10331.28142","6387.27","8827.044","0",
"193839762140935","9522.971317","10331.28142","6387.27","8827.044","1",
"127196276107937","9559.9","15756.484987","4877.358","10700.320","0",
"127196276107937","15466.45687","15756.484987","4877.358","10700.320","0",
"127196276107937","15756.484987","15756.484987","4877.358","10700.320","0",
"127196276107937","7841.40","15756.484987","4877.358","10700.320","0",
"127196276107937","4877.358","15756.484987","4877.358","10700.320","1",
"372061051825566","7323.26086","7323.26086","4078.25","5290.073","0",
"372061051825566","5133.1488","7323.26086","4078.25","5290.073","0",
"372061051825566","4938.179","7323.26086","4078.25","5290.073","0",
"372061051825566","4319.97","7323.26086","4078.25","5290.073","0",
"372061051825566","5947.630834","7323.26086","4078.25","5290.073","1",
"372061051825566","4078.25","7323.26086","4078.25","5290.073","1",
"523872243444150","9203.9551","12294.479191","9203.9551","10749.217","0",
"523872243444150","12294.479191","12294.479191","9203.9551","10749.217","0",
"589154490255835","7094.535095","7094.535095","6652.422","6861.789","0",
"589154490255835","6652.422","7094.535095","6652.422","6861.789","0",
"589154490255835","6838.41","7094.535095","6652.422","6861.789","0",
"804671405471151","10358.182","11168.4","5475.54746","9298.411","1",
"804671405471151","9370.51734","11168.4","5475.54746","9298.411","1",
"804671405471151","10119.406","11168.4","5475.54746","9298.411","0",
"804671405471151","11168.40","11168.4","5475.54746","9298.411","1",
"804671405471151","5475.54746","11168.4","5475.54746","9298.411","0",
"799647438774878","8254.25917","8254.25917","1567.42565","4910.842","1",
"799647438774878","1567.42565","8254.25917","1567.42565","4910.842","1",
"453704491517784","4140.98","8886.032","4140.98","7161.867","0",
"453704491517784","8886.032","8886.032","4140.98","7161.867","0",
"453704491517784","6928.00389","8886.032","4140.98","7161.867","0",
"453704491517784","7195.109960","8886.032","4140.98","7161.867","1",
"453704491517784","8659.207","8886.032","4140.98","7161.867","1",
"461244639264321","4901.66","4901.66","1592.97","3247.315","1",
"461244639264321","1592.97","4901.66","1592.97","3247.315","1",
"411594643921861","11667.5118","11667.5118","6825.8763","9194.107","1",
"411594643921861","8701.33868","11667.5118","6825.8763","9194.107","1",
"411594643921861","6825.8763","11667.5118","6825.8763","9194.107","0",
"411594643921861","9581.7","11667.5118","6825.8763","9194.107","1",
"144695167091553","4732.83","4732.83","4732.83","4732.830","1",
"304097618644167","3156.1353","11926.4","3156.1353","6398.027","1",
"304097618644167","4111.546683","11926.4","3156.1353","6398.027","1",
"304097618644167","11926.4","11926.4","3156.1353","6398.027","1",
"876037872641048","4005.41621","11507.02269","4005.41621","8894.004","0",
"876037872641048","11507.022690","11507.02269","4005.41621","8894.004","1",
"876037872641048","11169.574","11507.02269","4005.41621","8894.004","0",
"017319089135249","4638.327445","10178.711","4638.327445","7776.283","0",
"017319089135249","6884.25","10178.711","4638.327445","7776.283","1",
"017319089135249","8049.543165","10178.711","4638.327445","7776.283","0",
"017319089135249","10178.711","10178.711","4638.327445","7776.283","1",
"017319089135249","7831.753","10178.711","4638.327445","7776.283","0",
"017319089135249","9075.11201","10178.711","4638.327445","7776.283","0",
"506765261721759","12192.6851","12192.6851","4717.4","9285.918","1",
"506765261721759","10133.84888","12192.6851","4717.4","9285.918","0",
"506765261721759","10596.4453","12192.6851","4717.4","9285.918","1",
"506765261721759","8789.21045","12192.6851","4717.4","9285.918","1",
"506765261721759","4717.4","12192.6851","4717.4","9285.918","1",
"630314626765660","16098.5144","16098.5144","7302.232","11442.087","1",
"630314626765660","11879.4115","16098.5144","7302.232","11442.087","0",
"630314626765660","10488.190915","16098.5144","7302.232","11442.087","1",
"630314626765660","7302.232","16098.5144","7302.232","11442.087","0",
"031492673038725","8413.27127","8413.27127","1398.014","5087.152","1",
"031492673038725","5188.661","8413.27127","1398.014","5087.152","1",
"031492673038725","4014.9365","8413.27127","1398.014","5087.152","0",
"031492673038725","1398.014","8413.27127","1398.014","5087.152","1",
"031492673038725","6420.875639","8413.27127","1398.014","5087.152","1",
"798731950257173","5377.2","5377.2","5377.2","5377.200","0",
"601862260843762","9433.769552","9433.769552","7657.150098","8545.460","0",
"601862260843762","7657.150098","9433.769552","7657.150098","8545.460","0",
"717843227739625","8143.909","10007.9506","7016.0","8389.287","1",
"717843227739625","10007.9506","10007.9506","7016.0","8389.287","1",
"717843227739625","7016.0","10007.9506","7016.0","8389.287","0",
"107241139238156","2532.3199","14163.338","2532.3199","8574.145","0",
"107241139238156","14163.338","14163.338","2532.3199","8574.145","0",
"107241139238156","3962.9","14163.338","2532.3199","8574.145","0",
"107241139238156","11439.630","14163.338","2532.3199","8574.145","1",
"107241139238156","11039.9","14163.338","2532.3199","8574.145","1",
"107241139238156","8783.13","14163.338","2532.3199","8574.145","0",
"107241139238156","8097.8","14163.338","2532.3199","8574.145","0",
"819742500880099","2027.603","2027.603","2027.603","2027.603","0",
"368951531869919","4273.652999","14436.6585","4273.652999","9290.807","0",
"368951531869919","14436.6585","14436.6585","4273.652999","9290.807","1",
"368951531869919","9162.1109","14436.6585","4273.652999","9290.807","0",
"295585224984881","7181.227230","11629.4569","2972.423","7013.534","0",
"295585224984881","11629.4569","11629.4569","2972.423","7013.534","0",
"295585224984881","2972.423","11629.4569","2972.423","7013.534","0",
"295585224984881","6271.027","11629.4569","2972.423","7013.534","1",
"215500858678682","9231.240","10063.7","6153.77","8482.903","0",
"215500858678682","6153.77","10063.7","6153.77","8482.903","0",
"215500858678682","10063.7","10063.7","6153.77","8482.903","0",
