"user","feature1","feature2","feature3","feature4","feature5","feature6","feature7","feature8","label"
"656362908123046","Q","1","8","20171105002504","205.254.183.121","5891.3","2593AR48824752","0","1"
"656362908123046","A","6","7","20170107171344","242.113.112.101","6038.32","9036PZ90547005","0","0"
"935983232235209","F","8","0","20201120125309","206.209.191.150","2831.32017","1585FD77763439","1","3"
"935983232235209","Y","7","7","20200713181721","215.127.119.171","1228.6728","7642DV87427589","1","1"
"935983232235209","D","8","0","20211204120134","149.231.201.144","9637.79","5842NW49392790","1","0"
"935983232235209","X","5","4","20171208024751","184.255.213.250","11000.7018","4192EB76351265","0","1"
"935983232235209","Q","0","2","20190416045727","166.173.195.204","6874.716","2939MR51860229","1","6"
"935983232235209","M","7","6","20170227054923","141.148.142.128","11051.996","1776ON01001130","0","3"
"935983232235209","F","7","0","20210526100558","103.231.220.239","8923.5","5168NY09515557","1","0"
"935983232235209","R","1","2","20180423180302","146.131.187.174","6492.36026","2379QS46593990","1","1"
"493609672900986","Q","6","6","20201017154734","120.208.127.236","6329.3","3704DS28145414","0","4"
"493609672900986","O","9","0","20190208223318","225.249.109.160","13107.101662","6884PL65375518","1","0"
"493609672900986","V","8","1","20201223230612","150.156.135.150","8102.73","1417KG96397867","1","2"
"493609672900986","W","8","6","20200821081514","106.224.252.125","5757.71","6355NC39241405","0","1"
"493609672900986","A","0","4","20180317155657","186.216.129.120","2318.2","1425EO55346942","1","5"
"493609672900986","M","4","6","20200507125505","190.255.114.103","3110.7","6355NC39241405","1","5"
"493609672900986","P","1","2","20180502111739","252.244.230.140","4473.4994","4597TC45373799","1","3"
"896343753422331","C","9","6","20200128191936","167.212.185.131","9270.898444","1776ON01001130","0","6"
"896343753422331","R","6","3","20181106125226","208.186.225.156","8149.18022","4218VY44831593","1","4"
"896343753422331","Q","3","6","20211102140943","211.133.252.123","6285.6558","2593AR48824752","0","1"
"896343753422331","X","2","7","20200502003337","223.202.195.168","6085.42366","9450ZA89910293","0","4"
"896343753422331","T","1","6","20211001213834","206.121.114.124","10381.42627","4770SP17469323","0","2"
"896343753422331","J","0","6","20170915213420","159.148.150.241","11420.3","9820HG27453566","0","5"
"896343753422331","W","2","5","20170415145550","210.180.236.129","8500.4","4597TC45373799","1","2"
"896343753422331","N","5","7","20191029192849","110.219.200.151","9869.068509","7482YR63472358","0","6"
"896343753422331","W","0","5","20170921083608","165.241.145.168","6774.313265","3704DS28145414","0","1"
"227982628384750","R","3","5","20180627044034","107.151.127.123","4763.9","1776ON01001130","0","1"
"227982628384750","W","7","9","20211108033404","168.244.132.222","8426.407","1776ON01001130","1","6"
"227982628384750","K","6","7","20170303021137","110.226.217.136","2029.0508","1172WK81885042","1","3"
"227982628384750","W","6","6","20180326101121","170.107.240.183","9013.12","1172WK81885042","0","6"
"227982628384750","X","4","3","20170111142242","113.110.228.191","9136.839141","3098EL60352117","0","4"
"227982628384750","Z","9","1","20190905044640","144.204.127.164","3846.60","9683RF69518718","1","0"
"227982628384750","S","6","7","20170204110718","239.157.180.174","9820.425","6471UZ13224413","1","4"
"227982628384750","T","4","9","20211004051719","229.239.249.207","3952.5165","7561AQ75039070","1","4"
"227982628384750","K","8","6","20170213214337","244.166.183.220","5285.22","1425EO55346942","1","2"
"233705364892789","W","4","2","20200117023840","128.112.128.179","2998.0","4903FT23412669","1","6"
"233705364892789","M","5","6","20210119090905","158.165.109.243","1805.553","9489ST35214366","0","1"
"233705364892789","P","1","0","20190110233953","126.219.101.185","2539.17","1172WK81885042","1","6"
"233705364892789","P","3","1","20200229204554","188.182.135.129","10140.1","2939MR51860229","0","6"
"233705364892789","J","8","4","20170913065550","221.198.123.221","768.45","4903FT23412669","0","2"
"233705364892789","K","8","5","20210312110058","245.128.117.186","11761.51066","9820HG27453566","0","5"
"233705364892789","L","7","7","20210903190555","135.254.100.189","10395.7","9036PZ90547005","1","3"
"233705364892789","T","1","8","20170428091135","224.252.105.125","7326.6933","9413BB43956615","1","0"
"233705364892789","D","0","1","20211107014813","178.164.135.168","7321.30","4630DO61873432","1","3"
"233705364892789","F","5","3","20201214111705","171.129.123.233","9919.74","4264MH51614296","1","0"
"233705364892789","X","7","2","20170511075519","145.234.199.148","7440.9","2593AR48824752","1","6"
"233705364892789","M","0","2","20210219224804","181.204.231.188","3577.828","7561AQ75039070","1","5"
"233705364892789","D","6","4","20190729171919","220.120.237.148","8571.9","7561AQ75039070","1","2"
"233705364892789","N","8","5","20201104170311","143.197.142.224","4897.93","9450ZA89910293","1","6"
"233705364892789","Z","9","9","20170627075536","158.112.108.234","8248.152","9489ST35214366","1","1"
"941173373453902","P","0","3","20170807090232","242.187.103.117","3735.105391","5959IJ52802513","1","4"
"941173373453902","S","4","5","20180528161050","105.191.195.227","10099.4","5842NW49392790","1","1"
"941173373453902","Y","2","2","20170524144706","140.108.152.244","2419.8","2886FI15082575","0","5"
"941173373453902","N","8","7","20201126165412","210.184.144.186","9252.2260","2593AR48824752","0","2"
"941173373453902","O","4","9","20190422104230","165.240.140.133","6516.965865","4630DO61873432","0","3"
"941173373453902","X","1","7","20210516163448","170.241.139.251","11325.785042","0051CH54048662","1","2"
"941173373453902","Y","5","7","20190328162559","112.163.246.105","11282.173476","5224AM76351367","0","3"
"941173373453902","S","9","1","20211016115309","160.254.104.159","8183.36","7492VN33841900","1","2"
"941173373453902","P","4","2","20200927175437","142.216.217.215","9824.9","9489ST35214366","1","0"
"941173373453902","T","0","7","20201125103428","203.243.153.137","5415.9212","6471UZ13224413","1","2"
"941173373453902","T","7","0","20190823040440","237.107.213.104","7902.579951","2379QS46593990","0","1"
"941173373453902","L","4","5","20210623104606","247.188.118.213","4873.38","9413BB43956615","0","0"
"941173373453902","D","3","1","20180231094730","228.137.205.202","10189.574","2635YV61486595","1","3"
"941173373453902","W","3","4","20210822031219","178.180.203.250","4981.85","9828TK12684902","0","0"
"941173373453902","C","4","5","20210719233801","207.145.129.106","4435.53","9828TK12684902","0","0"
"941173373453902","B","3","0","20170621182304","187.230.129.214","10041.6","9734KR45672367","1","0"
"585000729680735","U","4","0","20190101065857","254.221.183.220","6693.430259","2379QS46593990","0","6"
"585000729680735","F","3","6","20211220103236","169.183.214.223","3605.37","5959IJ52802513","1","1"
"585000729680735","T","7","8","20171221043035","135.214.135.101","8043.113724","2939MR51860229","1","0"
"585000729680735","T","4","7","20210917033304","208.235.112.196","13486.2","9036PZ90547005","1","5"
"585000729680735","T","9","1","20210406121356","117.226.244.209","7410.07756","1585FD77763439","1","3"
"585000729680735","R","1","2","20181208000426","170.237.240.245","10098.72","9279FF58112764","1","6"
"585000729680735","C","2","2","20171223104615","155.204.100.225","16508.597395","3268VU59826417","0","3"
"336130267155161","M","7","6","20211014194243","223.181.132.182","6164.270243","9734KR45672367","1","5"
"336130267155161","O","4","5","20170809193003","132.169.253.118","7648.7495","4192EB76351265","1","5"
"336130267155161","C","6","1","20191215104839","116.134.193.112","3252.9497","9683RF69518718","1","6"
"336130267155161","Y","2","8","20211114020951","246.137.104.101","4337.654113","4630DO61873432","1","6"
"336130267155161","S","0","3","20200716015430","234.239.231.154","6457.0","1425EO55346942","0","5"
"336130267155161","E","1","7","20200722183334","199.150.254.229","14095.89","4597TC45373799","1","2"
"336130267155161","U","8","2","20211128025904","137.255.219.143","7135.189","6884PL65375518","1","6"
"336130267155161","M","2","1","20190524082655","170.208.245.231","6195.1987","3704DS28145414","1","1"
"336130267155161","E","7","1","20171110153556","151.228.205.141","7571.98","1425EO55346942","0","1"
"339217297307035","M","9","4","20180621121105","143.113.131.252","7762.8","5729OU55406083","1","0"
"339217297307035","K","0","1","20170118210023","178.157.149.185","10434.7313","3652CN92816313","1","3"
"339217297307035","Y","6","7","20180625224314","224.141.244.166","9007.7","6355NC39241405","0","6"
"339217297307035","J","0","8","20191018092207","192.122.235.167","3125.850","2593AR48824752","1","5"
"339217297307035","C","0","8","20211231143743","136.224.199.138","6405.59010","5168NY09515557","0","6"
"339217297307035","R","5","6","20211218192442","197.192.197.201","1112.6","7642DV87427589","0","1"
"339217297307035","F","2","3","20190810031512","242.166.243.143","7598.79055","3704DS28145414","0","4"
"339217297307035","Z","0","8","20170205113337","217.195.205.163","4856.80","2379QS46593990","1","6"
"339217297307035","S","9","7","20201025011655","101.214.243.157","4046.52","2593AR48824752","0","2"
"219773002028446","D","6","3","20170420101113","250.142.116.227","5323.924","4597TC45373799","1","6"
"219773002028446","S","9","0","20190924012829","151.117.207.141","10679.40","7561AQ75039070","0","6"
"219773002028446","E","9","0","20210614112502","195.235.203.104","1961.17250","2895LL60437724","0","4"
"219773002028446","B","1","8","20180619172723","237.245.140.213","4739.1","4630DO61873432","0","3"
"219773002028446","M","4","0","20181118092121","128.226.123.205","11259.2610","4264MH51614296","1","2"
"219773002028446","U","0","5","20180505104456","199.226.209.193","5542.7","4630DO61873432","1","5"
"219773002028446","N","4","3","20190801172118","247.170.158.232","9635.3","5224AM76351367","0","5"
"219773002028446","B","2","8","20190212110420","158.223.137.134","12916.79","1776ON01001130","1","3"
"219773002028446","F","5","9","20190706203445","189.120.192.138","13088.890","2635YV61486595","1","1"
"219773002028446","E","8","5","20210724202533","168.158.124.159","3647.68","4770SP17469323","0","2"
"219773002028446","O","6","8","20210826001410","183.177.207.202","5397.89436","4218VY44831593","0","6"
"219773002028446","D","2","0","20210326161933","204.235.203.204","3640.30641","9734KR45672367","0","2"
"219773002028446","N","7","2","20190919022400","171.238.213.189","11498.36","1776ON01001130","0","5"
"219773002028446","K","4","5","20170307093820","195.154.156.209","2428.166375","0789VQ79195949","0","6"
"219773002028446","O","2","3","20170930193405","207.213.237.137","13613.887472","1172WK81885042","0","3"
"848496461186657","Q","0","5","20170822001418","101.226.246.100","9353.19993","4118ZH50152010","1","6"
"848496461186657","B","2","9","20170105053157","185.134.124.159","6971.3","7642DV87427589","1","2"
"848496461186657","G","6","7","20210222043526","231.195.193.252","5170.385470","9279FF58112764","1","6"
"848496461186657","C","5","6","20190622201134","138.103.183.199","6349.057709","6355NC39241405","1","4"
"848496461186657","Q","9","6","20190428160306","179.160.248.171","4986.6700","9489ST35214366","0","4"
"848496461186657","K","3","1","20171121124343","150.244.177.167","4650.487373","7561AQ75039070","1","1"
"848496461186657","W","2","4","20190731231012","138.249.142.125","2995.2","9820HG27453566","1","5"
"798264254920603","P","2","1","20190208044624","232.252.185.221","4207.3314","4597TC45373799","1","2"
"798264254920603","S","6","7","20170719234446","119.235.243.183","9100.9553","6471UZ13224413","0","1"
"798264254920603","I","4","9","20170319122422","216.221.163.215","9470.285104","7482YR63472358","1","6"
"798264254920603","W","3","5","20190110131510","111.164.176.130","14664.3942","7642DV87427589","0","4"
"798264254920603","M","9","8","20200525061402","212.219.154.120","5745.155","6351RW56321155","0","2"
"798264254920603","N","2","9","20210126203204","123.109.140.154","15344.22312","2895LL60437724","1","3"
"798264254920603","W","3","8","20190410093950","152.136.131.155","3730.26","5224AM76351367","1","5"
"798264254920603","K","8","2","20180923034139","225.136.205.187","1420.4445","0051CH54048662","0","3"
"798264254920603","T","6","9","20180222232212","205.248.109.202","9403.16859","6884PL65375518","0","2"
"798264254920603","E","9","0","20170631091155","172.119.247.123","7699.95088","0398ZP51762724","0","1"
"773648991180849","J","7","7","20180822055149","140.120.105.250","8793.97283","2939MR51860229","0","6"
"773648991180849","S","7","6","20210826222951","250.170.107.140","11427.2513","5224AM76351367","1","3"
"773648991180849","B","6","8","20191020034743","122.114.215.182","7206.68","9820HG27453566","1","4"
"773648991180849","P","3","8","20211116145421","197.197.205.170","10021.80","6355NC39241405","0","4"
"773648991180849","E","1","6","20200312071005","135.222.217.114","6590.5","4192EB76351265","0","2"
"773648991180849","Y","8","4","20180817165702","207.177.111.119","7468.82084","6884PL65375518","0","4"
"773648991180849","J","8","4","20170423011834","174.225.205.128","8612.04","9683RF69518718","1","4"
"773648991180849","N","6","9","20191213035847","188.205.252.251","9323.92281","9036PZ90547005","0","2"
"773648991180849","K","1","7","20210617051932","169.250.131.246","7806.221","7642DV87427589","1","0"
"773648991180849","A","4","3","20170817111245","246.111.192.250","5493.38768","7482YR63472358","1","2"
"773648991180849","O","8","8","20180702144405","207.178.198.198","8525.619","7642DV87427589","1","6"
"773648991180849","W","6","0","20190329070847","124.101.207.108","8968.704637","1585FD77763439","0","3"
"674432844525284","O","0","3","20201120145702","205.148.138.125","10438.5","4770SP17469323","1","2"
"674432844525284","N","5","0","20200103233747","251.110.209.158","6927.5846","5168NY09515557","0","0"
"674432844525284","D","1","2","20181127163205","137.113.212.159","7671.31979","7561AQ75039070","0","5"
"674432844525284","V","3","0","20200322202436","239.234.182.244","9575.1966","3268VU59826417","0","0"
"674432844525284","K","2","8","20190418094508","150.190.194.189","2403.799","2635YV61486595","1","1"
"674432844525284","J","0","6","20190322155022","224.180.231.236","2769.8","1425EO55346942","1","3"
"674432844525284","W","8","1","20210722141500","201.100.102.178","5184.0824","4597TC45373799","0","0"
"674432844525284","J","5","5","20200314144835","248.220.178.238","5881.5","9413BB43956615","0","1"
"674432844525284","X","5","1","20211127125205","201.228.138.190","5799.9","7492VN33841900","1","3"
"674432844525284","I","5","5","20211014094358","215.189.187.126","13774.28260","1425EO55346942","0","5"
"674432844525284","S","2","4","20180824195935","111.119.110.203","6392.045","7561AQ75039070","1","0"
"638740200863828","V","1","5","20210806132604","123.241.158.250","7421.6","4264MH51614296","1","3"
"638740200863828","R","4","3","20170705183019","152.187.150.151","3614.7089","5168NY09515557","1","0"
"638740200863828","Q","6","5","20171211173137","104.183.195.196","7680.9434","7642DV87427589","1","5"
"638740200863828","F","7","0","20200829132958","142.240.167.219","9574.90767","5168NY09515557","0","2"
"638740200863828","A","6","8","20170229025817","183.182.125.111","11463.2069","9683RF69518718","1","0"
"638740200863828","M","3","4","20200323180623","248.116.198.247","7893.44629","4118ZH50152010","0","5"
"638740200863828","R","0","1","20190817152506","134.164.111.199","11061.2603","7482YR63472358","1","1"
"638740200863828","Y","0","8","20180906062912","173.197.159.148","12776.4","9450ZA89910293","0","6"
"638740200863828","L","0","7","20200503044615","195.165.166.183","7351.69584","9036PZ90547005","0","6"
"638740200863828","Z","6","9","20200329202053","104.169.247.140","9513.44","4931PF45935239","0","2"
"638740200863828","L","1","3","20190802190914","213.254.173.237","5537.9647","6884PL65375518","1","1"
"638740200863828","C","9","0","20190502075826","225.220.241.108","6149.482904","3704DS28145414","0","3"
"638740200863828","S","9","5","20210411095724","181.130.195.196","9834.06","9450ZA89910293","0","3"
"425244690731843","H","0","0","20190331090649","233.113.231.167","1904.56","3098EL60352117","1","3"
"425244690731843","Z","1","9","20180121150548","127.253.205.211","11536.37420","2886FI15082575","1","6"
"425244690731843","R","5","2","20190907232725","184.251.201.202","3607.1819","1585FD77763439","1","3"
"425244690731843","H","3","7","20210414163051","135.179.124.104","9385.4245","9450ZA89910293","0","5"
"425244690731843","P","7","4","20190616223852","100.161.206.221","9678.004737","0051CH54048662","0","6"
"425244690731843","Y","9","5","20171228024528","154.139.213.197","10936.3","9683RF69518718","1","3"
"425244690731843","E","7","9","20170104071625","161.150.118.137","12469.20","7642DV87427589","0","4"
"912073428607562","Z","0","6","20170825142343","229.189.220.104","3678.156413","4597TC45373799","0","6"
"912073428607562","G","5","6","20190306073331","208.236.190.106","14468.919","6884PL65375518","0","3"
"912073428607562","O","2","9","20200520165635","194.156.125.162","4457.60730","6884PL65375518","0","5"
"912073428607562","V","5","3","20210416091908","225.127.172.159","8265.475","5168NY09515557","1","4"
"912073428607562","H","4","9","20211213071733","103.121.130.194","6203.678081","2895LL60437724","1","2"
"912073428607562","O","2","4","20171003090345","177.185.148.213","4952.711471","9489ST35214366","0","5"
"912073428607562","X","6","5","20170119180213","100.238.194.180","11500.68","5224AM76351367","1","6"
"912073428607562","B","5","6","20170625025230","200.120.169.234","13232.0","5168NY09515557","0","0"
"912073428607562","G","4","0","20200706192055","122.254.240.120","1007.353","4264MH51614296","1","4"
"912073428607562","T","8","1","20201004060319","156.213.255.152","8769.53","2635YV61486595","1","4"
"287364126037490","Y","5","2","20200305073838","108.229.231.178","2919.02777","9734KR45672367","0","2"
"287364126037490","Y","8","9","20210707163321","196.126.149.245","8864.70","7492VN33841900","1","2"
"287364126037490","G","0","3","20191221110256","209.107.217.214","13612.188224","3268VU59826417","1","5"
"287364126037490","P","9","9","20170807032546","192.125.244.172","10697.86028","4264MH51614296","0","1"
"287364126037490","X","2","2","20200319034300","133.235.184.197","5893.316","2593AR48824752","1","3"
"287364126037490","M","9","2","20210730192532","237.112.177.241","8797.34117","7492VN33841900","1","3"
"287364126037490","L","6","1","20211108192139","238.113.162.231","6269.34","0051CH54048662","0","4"
"287364126037490","C","6","7","20200622065400","134.244.152.138","8076.89230","9828TK12684902","1","4"
"287364126037490","Y","0","9","20170107043303","239.245.161.195","10048.68187","6884PL65375518","0","1"
"287364126037490","K","8","5","20200206000140","228.215.246.143","7339.10","7492VN33841900","1","2"
"287364126037490","A","7","1","20211021000223","182.164.228.181","7874.04685","4118ZH50152010","1","0"
"093779963374258","A","9","7","20180801224034","145.158.101.154","10228.36994","9828TK12684902","0","3"
"093779963374258","P","4","2","20180805102044","156.134.132.253","6653.128","3268VU59826417","1","3"
"093779963374258","X","2","9","20200512141716","225.193.222.171","4167.71352","9734KR45672367","0","4"
"093779963374258","P","5","7","20201115191556","120.254.200.149","5468.551","5842NW49392790","1","4"
"093779963374258","G","5","4","20170526214044","188.213.123.116","12059.0","3704DS28145414","1","1"
"093779963374258","Y","6","5","20180307072811","135.124.176.101","7362.2737","5729OU55406083","0","0"
"093779963374258","H","1","4","20190417191044","232.201.240.183","8802.570","5842NW49392790","1","6"
"093779963374258","A","5","1","20180106095205","186.208.204.228","6873.3727","5959IJ52802513","1","1"
"093779963374258","B","3","1","20190627162200","141.171.155.156","6866.51","4264MH51614296","0","6"
"620491127114996","I","4","6","20200804161221","215.131.169.152","7587.250","3652CN92816313","0","3"
"620491127114996","E","9","7","20210916180755","245.196.235.126","8770.22953","4903FT23412669","1","2"
"620491127114996","R","7","8","20170728160550","220.194.117.172","8834.510990","7492VN33841900","1","2"
"620491127114996","S","4","4","20170622122553","176.170.161.129","4094.0747","5168NY09515557","1","2"
"620491127114996","P","6","2","20190507172030","101.168.229.134","6308.178","5224AM76351367","1","5"
"620491127114996","E","3","1","20181202014811","110.198.246.154","7347.64","4903FT23412669","1","6"
"620491127114996","Z","1","5","20190830022617","118.182.120.255","11464.810","0789VQ79195949","1","6"
"620491127114996","C","3","3","20180207201252","208.227.254.180","6186.7","6884PL65375518","1","0"
"620491127114996","L","1","5","20190911182418","238.101.140.130","8033.79","1417KG96397867","0","2"
"620491127114996","F","1","3","20191227184628","236.143.133.206","4765.9786","1172WK81885042","1","5"
"620491127114996","K","2","0","20210213084636","112.208.230.208","9344.96","9820HG27453566","0","1"
"620491127114996","D","2","3","20200307192719","144.195.121.235","9288.3319","1425EO55346942","1","2"
"620491127114996","N","9","7","20180431200850","183.141.125.241","10766.0859","7482YR63472358","1","0"
"557759827553330","I","1","0","20190301012026","184.248.153.184","8305.60","2886FI15082575","0","0"
"557759827553330","P","1","4","20171229171032","146.116.217.175","5753.291","2886FI15082575","0","1"
"557759827553330","E","1","2","20190603023127","252.253.212.241","8137.04","2635YV61486595","1","6"
"557759827553330","A","4","7","20211231060508","159.238.191.195","7927.86","5959IJ52802513","0","6"
"557759827553330","I","8","7","20210812034507","205.125.245.184","10086.839","2379QS46593990","0","3"
"557759827553330","X","4","6","20170720150120","135.207.142.108","9044.905044","7642DV87427589","0","4"
"557759827553330","L","1","9","20200304161440","222.189.164.228","10200.752","2886FI15082575","0","6"
"557759827553330","C","5","6","20171202071625","218.152.201.218","13078.837940","1585FD77763439","1","3"
"557759827553330","E","9","0","20171022012123","217.212.209.251","2574.8","5224AM76351367","1","2"
"557759827553330","O","5","2","20201228194516","206.238.171.144","4275.349","9002BV54839516","0","1"
"557759827553330","H","1","7","20170322225914","128.113.138.242","6332.931","4192EB76351265","0","1"
"557759827553330","R","9","8","20200916094013","125.229.113.208","12624.897665","9820HG27453566","1","0"
"557759827553330","K","8","8","20210318110328","117.206.255.129","6256.90601","3268VU59826417","1","4"
"557759827553330","B","0","4","20180403114151","166.246.145.175","9220.96","1172WK81885042","0","6"
"557759827553330","G","1","0","20190430161030","236.210.199.134","2203.108670","3268VU59826417","1","6"
"557759827553330","Y","6","8","20170609010215","229.107.128.197","6032.59742","4192EB76351265","0","3"
"431411144706061","M","1","5","20170713134550","120.115.168.192","9159.4357","9279FF58112764","1","1"
"431411144706061","M","0","6","20191015074702","190.217.183.105","15485.490","6355NC39241405","0","1"
"431411144706061","W","6","7","20210214170417","220.130.181.166","7786.9912","0051CH54048662","0","4"
"431411144706061","Q","1","9","20190621182717","223.163.133.220","9411.7333","3652CN92816313","1","4"
"431411144706061","H","2","4","20170521100425","195.254.106.144","1721.5981","1172WK81885042","1","4"
"431411144706061","S","7","2","20210202181347","251.202.173.111","6519.733631","4597TC45373799","1","0"
"431411144706061","B","9","1","20170730200743","221.117.148.156","5098.23777","9002BV54839516","0","4"
"172532035737110","A","3","0","20181103193500","106.126.165.217","5317.004","6471UZ13224413","1","0"
"172532035737110","N","3","2","20180529072322","211.223.230.213","7685.88","4630DO61873432","1","3"
"172532035737110","E","4","9","20200728011919","176.235.192.192","3304.08090","5224AM76351367","1","0"
"172532035737110","X","1","2","20211107000503","216.132.214.160","10426.012","9450ZA89910293","0","1"
"172532035737110","G","9","5","20181029082422","235.136.248.179","7899.258260","5842NW49392790","0","3"
"172532035737110","P","0","5","20190318193333","127.222.217.239","9961.800","7642DV87427589","0","0"
"172532035737110","G","5","3","20210820082407","243.219.128.148","1629.7518","9489ST35214366","1","4"
"172532035737110","V","8","5","20191223114959","214.214.138.227","10844.19638","3652CN92816313","1","3"
"393226498886787","H","8","2","20180501123715","196.153.126.140","7105.147427","4630DO61873432","1","4"
"393226498886787","E","6","7","20180501022850","164.142.203.117","7992.6","6471UZ13224413","0","0"
"393226498886787","Z","9","4","20191108212732","182.118.209.133","7608.868","0789VQ79195949","0","0"
"393226498886787","V","9","2","20181108074706","147.146.221.111","8582.7168","1425EO55346942","1","3"
"393226498886787","L","8","2","20190410111735","240.217.133.157","5452.8000","4118ZH50152010","1","0"
"393226498886787","Q","0","5","20170821103352","132.219.148.204","3480.17262","9683RF69518718","1","5"
"393226498886787","U","9","0","20211025053933","139.146.193.194","11436.27","4264MH51614296","0","5"
"393226498886787","B","5","6","20200630090251","162.221.245.190","5818.4078","4264MH51614296","1","1"
"393226498886787","K","9","4","20191109110111","102.172.131.118","8491.86858","6471UZ13224413","0","6"
"393226498886787","W","0","1","20170616003145","193.243.189.206","7460.950","5959IJ52802513","0","1"
"393226498886787","X","6","5","20180320143518","190.173.113.152","6057.34","4903FT23412669","0","2"
"393226498886787","J","3","3","20171223181757","156.164.107.183","9958.673859","4218VY44831593","1","0"
"388459542006634","Q","1","4","20191225235701","118.200.234.202","728.038","1776ON01001130","1","4"
"388459542006634","Y","4","6","20181122080647","120.191.252.187","10330.5","4770SP17469323","1","4"
"388459542006634","U","9","5","20171231184505","117.219.203.168","7624.831583","7492VN33841900","0","2"
"388459542006634","R","8","1","20180816084222","131.184.198.167","3311.558","6351RW56321155","0","0"
"388459542006634","B","9","6","20181221044641","242.151.184.176","2379.6846","7492VN33841900","1","0"
"388459542006634","W","5","9","20191101231706","222.121.172.147","2913.67628","4218VY44831593","1","5"
"829737570846032","S","6","4","20181115074742","165.241.217.221","8212.114","7482YR63472358","1","5"
"829737570846032","M","0","2","20210517030137","191.125.120.181","9801.133","2379QS46593990","0","3"
"829737570846032","P","3","6","20211213083600","174.180.197.255","6916.52","5959IJ52802513","0","5"
"829737570846032","S","5","6","20171204203350","207.140.115.111","7148.46","7561AQ75039070","0","2"
"829737570846032","L","8","5","20190531020858","116.159.245.149","1973.37","3268VU59826417","1","6"
"829737570846032","P","1","7","20170903004634","110.223.148.149","4074.97","0051CH54048662","0","5"
