@relation data_train

@attribute time numeric
@attribute amount numeric
@attribute label numeric

@data
907,1000.7811,0
907,1305.1278,0
909,1309.7818,0
909,1285.0741,0
910,1232.3871,0
910,1438.2595,0
910,929.6016,0
911,1244.3668,0
912,1435.0841,0
912,1088.0352,0
913,1375.0103,0
914,1550.2979,0
915,883.8668,0
915,979.242,0
919,805.0635,0
919,1326.1975,0
919,1507.8002,0
920,1643.1138,0
920,1301.5237,0
924,1381.9262,0
924,1004.8399,0
927,1257.677,0
1001,1231.8025,0
1001,986.6191,0
1001,1661.9889,0
1001,919.7302,0
1001,1213.147,0
1001,1078.357,0
1001,916.9654,0
1001,1333.2712,0
1001,812.844,0
1001,1111.8177,0
1002,1266.821,0
1002,1158.6191,0
1002,1125.4622,0
1002,1153.0935,0
1002,997.5622,0
1003,1173.7449,0
1003,1637.5147,0
1003,1163.5327,0
1003,1316.8372,0
1004,1031.8529,0
1004,772.735,0
1004,757.7796,0
1004,1592.1283,0
1005,1318.5169,0
1005,1227.4007,0
1005,1162.1889,0
1006,1146.0559,0
1006,1064.9772,0
1007,1202.0726,0
1007,1388.2195,0
1008,1341.5378,0
1008,1533.6472,0
1009,1155.7783,0
1009,753.7286,0
1010,930.3473,0
1011,1575.2094,0
1011,1217.8798,0
1013,1091.566,0
1014,1000.5342,0
1014,990.7889,0
1016,1171.0319,0
1017,1007.686,0
1018,1053.7189,0
1018,1199.9975,0
1018,1233.6029,0
1018,1094.7227,0
1021,834.609,0
1021,1404.6094,0
1025,1332.9716,0
1025,1317.4142,0
1101,1187.5396,0
1101,1189.0752,0
1101,1185.7473,0
1101,926.4457,0
1101,1602.9147,0
1102,1082.1489,0
1102,996.5734,0
1102,1150.0045,0
1102,903.9237,0
1102,1645.3263,0
1103,1029.7056,0
1103,929.0267,0
1103,709.1406,0
1103,853.6868,0
1103,1212.2841,0
1103,1132.9844,0
1104,1163.6774,0
1104,1040.8442,0
1104,1375.8533,0
1105,1328.4531,0
1105,1604.4699,0
1105,1596.4691,0
1106,961.9949,0
1106,1122.3951,0
1106,1544.1388,0
1106,1417.2685,0
1107,1466.2972,0
1107,1318.9012,0
1107,1044.158,0
1107,775.3956,0
1108,851.105,0
1108,857.5719,0
1108,966.048,0
1108,1166.4993,0
1109,1193.701,0
1109,1115.3269,0
1110,912.5819,0
1110,1104.3893,0
1112,658.5173,0
1112,1138.0761,0
1115,1139.8144,0
1116,906.6424,0
1116,1280.113,0
1116,1286.0328,0
1118,929.7487,0
1119,1215.9351,0
1120,1084.2581,0
1123,1110.4716,0
1124,1347.4369,0
1126,1307.1069,0
1201,1128.4822,0
1201,1372.1706,0
1201,1086.0929,0
1202,1520.7988,0
1202,1074.0155,0
1203,1169.3209,0
1203,1124.6369,0
1203,1036.9395,0
1203,1515.1464,0
1204,1161.6755,0
1204,1446.6364,0
1204,919.0454,0
1205,1209.2618,0
1205,1551.3653,0
1205,1372.7778,0
1205,1394.3161,0
1205,1000.0157,0
1205,1331.628,0
1205,1129.024,0
1206,1141.8262,0
1206,1267.315,0
1206,701.5046,0
1206,1112.6883,0
1206,1369.1656,0
1206,1036.7509,0
1207,725.8049,0
1207,662.3216,0
1207,1214.7763,0
1207,1383.9104,0
1207,1516.1484,0
1208,554.164,0
1208,1286.0162,0
1208,1334.9239,0
1209,1252.8137,0
1210,975.7573,0
1210,788.0992,0
1210,882.413,0
1211,929.4865,0
1213,1026.8208,0
1214,1116.4759,0
1216,478.5198,0
1217,1202.4737,0
1218,914.8687,0
1219,994.459,0
1219,968.5192,0
1221,1005.292,0
1221,878.2769,0
1221,627.2523,0
1227,864.7312,0
1227,1032.1595,0
125,832.2957,1
125,922.204,1
125,1476.0142,1
125,1139.7266,1
125,744.7642,1
125,1416.9636,1
125,1041.5699,1
125,1120.6714,1
125,1070.8059,1
125,1162.4847,1
125,1216.406,1
125,1125.0826,1
125,1079.7098,1
125,1096.8698,1
125,800.2437,1
125,1606.0715,1
125,1126.0961,1
125,1108.2926,1
125,1323.9427,1
125,1216.5478,1
101,3409.2341,0
101,6085.8233,0
101,5626.8677,0
101,5034.5778,0
102,5386.9014,0
102,4581.3349,0
103,3590.6243,0
103,4887.8346,0
103,5375.937,0
103,4896.7714,0
103,5985.7846,0
103,3251.2115,0
104,4905.0795,0
104,5737.6359,0
104,5724.7431,0
105,3774.0653,0
105,4217.2837,0
105,5877.4333,0
105,6045.7451,0
106,4519.9392,0
106,5934.9403,0
106,5549.9814,0
106,6210.4069,0
106,2759.2107,0
106,6366.6903,0
107,4385.3163,0
107,6478.085,0
107,5084.2997,0
107,4197.7029,0
107,3662.7982,0
108,5043.8826,0
108,4632.5938,0
109,5198.323,0
109,5045.3583,0
111,4722.8126,0
112,6766.8845,0
113,4268.0605,0
113,4569.9529,0
114,5887.3221,0
114,4190.2751,0
116,6189.0327,0
116,6689.0871,0
116,3488.3614,0
119,4459.1902,0
119,5006.1184,0
120,5035.4364,0
121,6739.5801,0
124,5694.4682,0
127,6478.0085,0
127,3254.9238,0
201,5053.1695,0
201,5548.9527,0
201,3647.7779,0
202,4089.0017,0
203,5168.2421,0
203,3151.8541,0
203,5119.2027,0
203,4637.5317,0
204,5089.3349,0
204,4999.3722,0
204,4909.5946,0
204,4345.1447,0
205,3739.199,0
205,4238.7637,0
205,5456.8436,0
205,4494.5277,0
206,7437.6593,0
206,4571.649,0
206,4338.5092,0
206,4659.9806,0
206,5729.5083,0
207,6596.4133,0
207,5035.8956,0
207,5498.5034,0
207,6524.8571,0
207,4733.4104,0
207,4758.7118,0
207,4882.6368,0
207,4249.1112,0
207,4325.0479,0
208,5429.3423,0
208,6418.9499,0
209,6103.2298,0
209,3572.0478,0
209,6577.7887,0
210,6165.124,0
210,5448.1033,0
211,5748.9087,0
211,4770.7928,0
212,5223.269,0
215,6605.224,0
217,5376.2946,0
219,5085.8714,0
219,3874.675,0
219,4615.7394,0
221,6458.7155,0
221,4718.2511,0
223,4102.8748,0
224,4045.8921,0
225,5173.6654,0
301,5575.7166,0
301,6650.8648,0
301,3747.681,0
301,4603.7439,0
301,5294.2292,0
301,6063.6913,0
302,4842.0872,0
302,6319.0222,0
302,5997.2533,0
302,5457.7155,0
303,5392.3277,0
303,5460.5244,0
304,4892.7198,0
304,5506.7843,0
304,3824.8594,0
304,4644.2928,0
304,5114.3615,0
305,5387.4479,0
305,4901.1322,0
305,4502.2611,0
305,3505.4479,0
306,4653.5419,0
306,5911.8854,0
306,4533.3372,0
307,5357.0276,0
307,5813.6706,0
307,3756.8316,0
307,6172.3552,0
307,4907.9094,0
307,5467.4857,0
308,6146.9991,0
309,5746.2663,0
310,5063.2804,0
310,6559.5158,0
310,5218.974,0
311,5046.013,0
311,5994.047,0
312,4859.5402,0
313,4129.3296,0
314,5927.3439,0
315,5124.1873,0
317,4946.0742,0
317,5496.7112,0
317,3888.2616,0
318,4366.3953,0
319,5205.5868,0
321,5582.6709,0
323,5972.09,0
325,6102.5783,0
326,5861.9789,0
401,7014.9011,0
401,5808.0919,0
401,3397.0609,0
401,5378.4592,0
401,7268.7743,0
401,6783.2601,0
401,4583.9738,0
401,5687.05,0
401,3860.2299,0
402,3720.5154,0
402,3435.1613,0
402,4837.2773,0
403,6982.3521,0
403,4534.1506,0
403,5295.8447,0
403,2653.0697,0
403,4057.6336,0
403,4690.1902,0
403,5620.9793,0
404,3892.0574,0
404,5717.3294,0
404,5679.5835,0
404,5063.2317,0
405,5393.6379,0
405,4076.7139,0
406,5802.1864,0
406,6024.1269,0
407,7027.7828,0
407,6513.1896,0
407,3956.2058,0
409,2982.1749,0
409,3731.1707,0
410,4032.7277,0
410,4848.442,0
411,5606.4432,0
411,4712.6991,0
411,5521.0704,0
412,5850.486,0
412,3417.3751,0
414,5408.5687,0
415,7550.0338,0
416,6005.7853,0
419,5112.3609,0
419,5075.628,0
420,4231.3098,0
420,4628.0744,0
421,3941.4812,0
422,3506.139,0
422,5602.2585,0
427,5921.21,0
501,5398.7398,0
501,6930.4571,0
501,4498.8882,0
502,4486.8868,0
502,4785.543,0
502,4682.3055,0
502,5967.9508,0
503,6306.8158,0
503,3860.7208,0
503,5624.1994,0
503,4361.6449,0
504,3862.7107,0
504,3443.8068,0
504,6600.7214,0
504,6770.3206,0
504,6902.4229,0
504,5271.6808,0
504,4111.4009,0
505,5421.8429,0
505,3439.8799,0
505,5004.3899,0
505,3906.6248,0
506,5102.5305,0
506,4053.5215,0
506,3825.8694,0
507,4446.3806,0
507,5114.6557,0
507,4985.1793,0
507,5590.902,0
507,5742.9132,0
508,4592.2814,0
508,5809.7333,0
509,5550.7272,0
509,6805.011,0
510,4545.9242,0
510,5912.1756,0
511,5245.7799,0
513,5281.2784,0
513,6118.2572,0
514,2573.5115,0
515,4610.8084,0
517,4869.4728,0
519,3864.7784,0
520,5666.9446,0
520,5124.4154,0
521,5663.0011,0
521,4432.077,0
525,4806.3898,0
526,4628.1871,0
526,6291.4518,0
601,5704.2481,0
601,4800.922,0
601,4737.6342,0
601,5549.5092,0
601,5988.129,0
601,5781.5413,0
602,5343.9702,0
602,5897.535,0
602,3966.394,0
602,4064.3901,0
602,4190.4918,0
603,5288.7751,0
603,5273.5111,0
603,6185.7706,0
603,3734.4078,0
603,4818.1136,0
604,4954.0804,0
604,4203.4335,0
604,5877.8667,0
604,5969.956,0
605,4683.2034,0
605,4586.5906,0
606,5799.2409,0
606,4667.0641,0
606,6208.2672,0
606,5875.2348,0
607,5092.7329,0
607,4276.0545,0
607,5482.1964,0
607,5037.0229,0
608,6497.5046,0
609,4754.7597,0
609,6187.3252,0
609,3328.9961,0
611,4997.7908,0
612,7226.3502,0
613,4274.0408,0
614,5727.6677,0
614,7234.7382,0
614,4902.0832,0
616,4192.116,0
617,6957.4906,0
617,3365.3454,0
619,6306.709,0
619,6485.0786,0
619,5757.4317,0
620,4951.0121,0
623,5337.6782,0
624,4487.9225,0
625,4267.6023,0
701,5279.7037,0
701,5490.4866,0
701,3918.8015,0
702,6026.2334,0
702,7531.3049,0
703,5057.5365,0
703,4061.6723,0
703,3941.1385,0
704,4161.3185,0
704,5533.8369,0
704,4764.83,0
704,4613.6132,0
704,4487.2923,0
705,6394.8124,0
705,5011.6293,0
705,4990.3037,0
705,6388.1262,0
705,3734.2855,0
705,6024.5008,0
705,3832.7665,0
705,4560.3414,0
706,2929.2399,0
706,5484.9848,0
706,6256.815,0
706,7122.5713,0
706,7733.7827,0
707,5517.0827,0
707,5642.3203,0
707,4901.0638,0
707,5582.9153,0
708,6646.9776,0
709,6412.6606,0
709,6829.1906,0
710,5473.5062,0
712,4060.3087,0
713,6286.1702,0
714,6791.2804,0
714,3954.3867,0
714,3886.8009,0
714,4524.9577,0
716,4123.3332,0
716,4322.232,0
717,5864.1947,0
717,4158.3944,0
719,5861.5896,0
719,4269.5072,0
721,3848.7893,0
722,4999.5789,0
724,6207.996,0
724,4735.2409,0
801,3484.6644,0
801,4570.0263,0
801,4371.7691,0
801,5838.821,0
801,4624.0812,0
801,3984.2124,0
801,2904.9348,0
801,5506.7254,0
802,4487.6601,0
802,2789.5738,0
802,4851.9032,0
803,4338.572,0
803,5647.9603,0
803,5140.3544,0
803,5402.7336,0
803,5741.1473,0
804,5951.5195,0
804,5616.3547,0
804,4805.5453,0
804,4741.2542,0
804,6437.9194,0
805,5071.8968,0
806,7394.548,0
806,6001.8033,0
806,5788.1132,0
806,6213.2668,0
807,6112.1739,0
807,4302.9423,0
807,4624.4584,0
807,6165.6614,0
808,5686.9824,0
809,5725.5664,0
809,5688.9629,0
810,5751.0681,0
810,4219.1447,0
811,4123.567,0
811,6086.8679,0
811,5490.5877,0
811,4604.1489,0
811,4038.0372,0
815,4126.0378,0
816,5484.5013,0
818,5839.9187,0
819,3851.4533,0
819,7287.9886,0
819,3660.5815,0
821,4077.3998,0
821,6306.9628,0
823,5768.6525,0
823,4206.359,0
901,5581.0725,0
901,5197.0207,0
902,5787.2275,0
902,7568.6758,0
902,4056.3788,0
902,7082.5007,0
902,4976.9218,0
902,3912.1587,0
902,5747.3549,0
902,6291.1012,0
903,6192.4239,0
903,6900.1543,0
904,4839.9375,0
904,4551.3297,0
904,4078.7196,0
904,3895.4955,0
904,4509.1358,0
905,5319.7334,0
905,5319.3631,0
906,4122.9746,0
906,6863.9106,0
906,4228.7682,0
907,3050.2826,0
907,3000.4703,0
907,3726.9419,0
907,7067.1961,0
907,4753.6285,0
907,5510.1121,0
907,4435.3713,0
907,5969.2041,0
908,6193.7355,0
909,4345.448,0
909,5736.8638,0
911,2656.8927,0
911,6589.6454,0
911,5566.2662,0
912,4312.0216,0
912,4858.5007,0
913,6557.2467,0
913,3670.2183,0
915,5920.7423,0
916,5847.8221,0
917,5210.7318,0
918,4648.8435,0
919,3024.6268,0
920,7344.3342,0
921,7126.9984,0
922,4403.5903,0
922,6453.5348,0
926,6758.7493,0
1001,4803.6467,0
1001,4731.454,0
1001,4571.499,0
1001,4790.4707,0
1001,5852.3397,0
1002,5005.359,0
1002,5597.1063,0
1002,3758.5383,0
1002,5569.4554,0
1002,4159.808,0
1003,4555.5884,0
1003,5520.5315,0
1004,4183.2913,0
1004,5873.9633,0
1005,5216.4511,0
1005,4334.0795,0
1005,5694.8907,0
1005,5294.0042,0
1005,6124.1419,0
1006,4306.9028,0
1006,3954.2209,0
1006,5042.6135,0
1006,5685.7181,0
1006,3660.3161,0
1006,5362.3392,0
1006,5820.0748,0
1007,5940.2094,0
1007,3635.9807,0
1007,5049.4683,0
1007,3846.1758,0
1008,4761.3826,0
1009,8230.6594,0
1009,5431.1521,0
1009,4330.0063,0
1009,6720.3905,0
1011,5446.6089,0
1011,6773.8048,0
1013,6553.7689,0
1014,5799.4852,0
1014,3888.7218,0
1016,3483.8008,0
1017,5650.6196,0
1018,5136.2717,0
1018,6002.2303,0
1019,4515.7712,0
1020,5796.9897,0
1020,5242.1284,0
1021,5757.3866,0
1022,5516.9476,0
1024,5400.6001,0
1101,4907.2919,0
1102,5091.6452,0
1102,4674.5959,0
1102,6226.9909,0
1102,4965.1199,0
1102,4265.3783,0
1103,3137.1617,0
1103,4728.9883,0
1103,5987.2459,0
1103,5511.7159,0
1103,5545.6984,0
1103,7383.4812,0
1104,4796.487,0
1104,6195.659,0
1105,5919.5987,0
1105,5004.0553,0
1105,4531.2485,0
1105,7245.5041,0
1106,3874.656,0
1106,3026.5024,0
1106,3813.3632,0
1106,5009.3654,0
1106,6185.2215,0
1106,6179.0088,0
1107,4909.9047,0
1107,4428.875,0
1107,5837.5104,0
1107,3400.0335,0
1107,5892.9664,0
1107,4420.9748,0
1108,5939.7813,0
1110,4729.5502,0
1112,5500.8123,0
1112,4569.3046,0
1112,6761.7589,0
1112,7657.5059,0
1113,6097.6176,0
1113,6823.4776,0
1113,5285.651,0
1113,5287.9131,0
1115,4747.4588,0
1117,6265.7409,0
1117,3855.6216,0
1118,5729.5464,0
1121,4713.2148,0
1121,4014.6895,0
1121,5356.9471,0
1122,3323.784,0
1124,4702.5233,0
1125,5009.3543,0
1201,5926.5892,0
1201,4978.2447,0
1201,5094.0343,0
1201,3872.3567,0
1202,5924.7611,0
1202,6046.5977,0
1202,5784.7874,0
1202,5708.1965,0
1202,6035.3374,0
1202,4332.0028,0
1202,6098.9812,0
1203,6331.912,0
1203,4351.3556,0
1203,5376.676,0
1203,5012.7662,0
1204,5592.649,0
1204,5162.5296,0
1204,4906.919,0
1205,6558.5802,0
1205,3921.753,0
1205,5034.4606,0
1205,6420.2728,0
1205,5524.8515,0
1205,4977.6497,0
1206,4798.9817,0
1207,3420.6504,0
1207,5185.4732,0
1207,4268.4531,0
1207,4902.3543,0
1207,2906.6346,0
1208,4681.7105,0
1208,4804.1797,0
1210,6208.8043,0
1210,4246.1954,0
1211,4612.3671,0
1212,5021.1916,0
1212,4180.6642,0
1213,3442.6397,0
1213,6436.2527,0
1214,5281.0202,0
1215,5996.1451,0
1215,3890.4286,0
1217,4036.3126,0
1217,3284.3711,0
1219,6111.4057,0
1219,3583.2933,0
1219,1689.702,0
1222,4665.5328,0
1223,5797.035,0
1225,6270.902,0
101,4156.7936,0
101,4886.866,0
101,5331.835,0
101,7555.7595,0
102,5207.7696,0
102,5111.5374,0
102,5354.7992,0
103,5444.4476,0
103,6276.5528,0
103,4838.1865,0
103,4838.5517,0
103,5847.982,0
103,4695.6443,0
103,5959.6138,0
103,4887.0564,0
104,4953.4689,0
104,6948.4972,0
104,4284.9651,0
104,2227.411,0
104,4716.4213,0
105,4947.818,0
105,5132.7581,0
105,5075.8912,0
105,5417.5261,0
106,3679.0983,0
106,4842.4684,0
106,4844.2172,0
107,4555.8195,0
107,4614.6377,0
107,4755.7095,0
108,7278.3146,0
108,5832.0719,0
110,4880.2951,0
110,5388.7481,0
111,4272.91,0
112,3425.9528,0
114,7561.1079,0
114,5767.2715,0
114,6705.2492,0
114,3854.3125,0
116,5754.2308,0
117,4968.8739,0
118,5457.5431,0
120,2879.3164,0
120,5163.8803,0
121,5087.524,0
121,6021.9057,0
122,3484.7133,0
123,6566.3124,0
125,6453.675,0
201,5527.1484,0
201,6485.926,0
201,4636.1384,0
201,5738.1803,0
202,5882.2717,0
202,4237.2762,0
202,5433.1942,0
202,5121.2522,0
202,4015.4373,0
202,3889.9852,0
203,5151.7371,0
203,5655.6071,0
203,4095.1298,0
203,4959.9517,0
203,5934.0593,0
203,5375.4093,0
203,4363.4062,0
204,6929.0705,0
204,5300.3036,0
204,4606.7073,0
204,5581.3742,0
205,3611.6562,0
205,5260.8068,0
205,6401.888,0
205,5416.2322,0
205,4689.9219,0
206,5533.4807,0
206,6685.8223,0
207,5533.6846,0
207,5661.0328,0
208,5987.8891,0
209,4853.1806,0
209,5539.4873,0
211,4744.2598,0
211,7633.6416,0
211,4139.1213,0
212,4288.261,0
212,5248.46,0
212,6157.3439,0
212,8051.7313,0
215,2982.9938,0
216,5732.7578,0
216,4518.3344,0
216,4972.0271,0
219,5424.4983,0
221,6667.7922,0
221,2267.2575,0
223,6247.3302,0
224,5114.6718,0
225,4658.4424,0
301,2953.4851,0
301,5668.8015,0
301,3385.116,0
301,4049.202,0
301,6251.2345,0
301,5907.2228,0
301,5551.2512,0
302,3623.3715,0
302,4982.772,0
302,7419.7905,0
302,5805.7455,0
302,3867.3396,0
303,4312.2598,0
303,4056.2289,0
303,4695.4282,0
303,6018.8897,0
304,4087.5055,0
304,5473.4473,0
305,6176.5065,0
305,3573.4904,0
305,5456.9353,0
305,5029.4616,0
305,4474.8893,0
306,3967.2056,0
306,4301.7127,0
306,5145.6178,0
307,3482.6492,0
307,4730.7772,0
307,4917.4779,0
307,6127.1439,0
308,4502.8039,0
308,6673.9241,0
309,4847.7795,0
309,6647.8417,0
309,6135.3204,0
309,6899.8258,0
310,5296.8559,0
311,5202.6142,0
312,5848.7777,0
313,5462.0219,0
315,7153.7922,0
318,6453.6879,0
318,4943.2615,0
319,4635.8252,0
320,5346.0243,0
320,5310.9701,0
321,4838.7804,0
321,5600.7018,0
322,6842.455,0
326,4933.5397,0
401,4727.0601,0
401,3752.0607,0
401,4059.7923,0
401,4517.5654,0
401,5682.2647,0
402,2814.893,0
402,7556.3347,0
402,5887.6171,0
403,5777.4427,0
403,3819.5613,0
404,6926.3645,0
404,7248.7033,0
404,5336.5282,0
404,3746.4609,0
404,3853.7719,0
404,6465.5602,0
404,5448.8317,0
404,5137.9834,0
405,5437.4739,0
405,5474.8491,0
405,5469.8936,0
406,4740.0582,0
406,4829.6077,0
